CNTYVTD,trump,clinton,color
2010780,112,132,#aaf
2010781,641,956,#aaf
2010782,849,492,#faa
2010783,80,63,#faa
2010784,8,565,#66f
2010785,58,59,#aaf
2010786,153,303,#aaf
2010787,75,148,#aaf
2010788,71,134,#aaf
2010789,0,3,#66f
2010790,0,1,#66f
2010791,0,0,#ddd
2010792,232,696,#66f
2010793,710,489,#faa
2010794,70,964,#66f
2010795,177,324,#aaf
2010796,121,103,#faa
2010797,0,0,#ddd
2010798,142,292,#66f
2010799,16,58,#66f
2010800,1327,604,#f66
2010801,40,81,#66f
2010802,39,106,#66f
2010803,1429,474,#f66
2010804,1664,1037,#faa
2010805,1653,340,#f66
2010806,0,0,#ddd
2010807,160,875,#66f
2010808,31,32,#aaf
2010809,10,17,#aaf
2010810,20,57,#66f
2010811,30,111,#66f
2010812,0,0,#ddd
2010813,1520,1636,#aaf
2010814,605,2047,#66f
2010815,0,0,#ddd
2010816,6,26,#66f
2010818,49,181,#66f
2010819,107,42,#f66
2010820,0,0,#ddd
2010821,50,491,#66f
2010822,25,829,#66f
2010823,1483,1304,#faa
2010824,326,1096,#66f
2010825,0,0,#ddd
2010826,146,90,#faa
2010827,139,205,#aaf
2010828,1168,222,#f66
2010829,33,128,#66f
2010830,0,0,#ddd
2010831,0,0,#ddd
2010832,44,106,#66f
2010833,0,9,#66f
2010834,0,0,#ddd
2010835,36,96,#66f
2010836,0,10,#66f
2010837,1,0,#f66
2010838,0,0,#ddd
2010839,113,464,#66f
2010840,324,617,#aaf
2010841,0,2,#66f
2010842,772,878,#aaf
2010843,0,2,#66f
2010844,1,5,#66f
2010845,61,32,#faa
2010846,4,93,#66f
2010847,296,801,#66f
2010848,383,813,#66f
2010849,368,666,#aaf
2010850,48,75,#aaf
2010851,1982,949,#f66
2010852,0,4,#66f
2010853,1556,428,#f66
2010854,6,64,#66f
2010855,9,7,#faa
2010856,1,3,#66f
2010857,0,0,#ddd
2010858,3,143,#66f
2010859,104,400,#66f
2010860,1,0,#f66
2010861,181,816,#66f
2010862,0,0,#ddd
2010863,10,266,#66f
2010864,275,794,#66f
2010865,0,11,#66f
2010866,0,0,#ddd
2010867,0,0,#ddd
2010868,353,770,#66f
2010869,33,191,#66f
2010870,0,0,#ddd
2010871,0,3,#66f
2010872,10,7,#faa
2010873,90,284,#66f
2010874,1740,489,#f66
2010875,1246,1325,#aaf
2010876,1635,600,#f66
2010877,691,950,#aaf
2010878,1018,157,#f66
2010880,1176,329,#f66
2010881,758,1584,#66f
2010882,777,587,#faa
2010883,516,2397,#66f
2010884,23,128,#66f
2010885,1053,674,#faa
2010886,237,197,#faa
2010887,131,86,#faa
2010888,0,0,#ddd
2010889,12,9,#faa
2010890,172,258,#aaf
2010891,384,526,#aaf
2010892,94,221,#66f
2010893,0,1,#66f
2010894,7,22,#66f
2010895,294,351,#aaf
2010896,387,561,#aaf
2010897,609,478,#faa
2010898,0,0,#ddd
2010899,0,4,#66f
2010900,1,4,#66f
2010901,0,0,#ddd
2010902,869,576,#faa
2010903,7,4,#faa
2010904,0,1,#66f
2010905,186,260,#aaf
2010906,9,9,#ddd
2010907,21,81,#66f
2010908,0,0,#ddd
2010909,6,5,#faa
2010910,37,48,#aaf
2010911,208,90,#f66
2010912,572,309,#faa
2010913,0,0,#ddd
2010914,192,44,#f66
2010915,0,0,#ddd
2010916,650,124,#f66
2010917,305,101,#f66
2010918,500,115,#f66
2010919,2,1,#faa
2010920,6,0,#f66
2010921,62,17,#f66
2010922,1,1,#ddd
2010923,572,175,#f66
2010924,0,0,#ddd
2010925,0,0,#ddd
2010926,364,107,#f66
2010927,80,72,#faa
2010928,0,6,#66f
2010929,0,0,#ddd
2010930,4,268,#66f
2010931,58,42,#faa
2010932,1,4,#66f
2010933,91,257,#66f
2010934,5,8,#aaf
2010935,11,14,#aaf
2010936,7,14,#aaf
2010937,0,0,#ddd
2010938,27,56,#66f
2010939,0,1,#66f
2010940,0,1,#66f
2010941,21,1,#f66
2010942,76,14,#f66
2010943,279,79,#f66
2010944,32,4,#f66
2010945,0,11,#66f
2010946,0,6,#66f
2010947,327,266,#faa
2010948,0,0,#ddd
2010949,45,48,#aaf
2010951,27,94,#66f
2010952,23,16,#faa
2010953,6,104,#66f
2010954,0,0,#ddd
2010955,15,9,#faa
2010956,4,3,#faa
2010957,60,312,#66f
2010958,128,445,#66f
2010959,0,4,#66f
2010960,130,368,#66f
2010961,7,27,#66f
2010962,7,28,#66f
2010963,114,75,#faa
2010964,858,517,#faa
2010965,79,38,#f66
2010966,134,323,#66f
2010967,26,37,#aaf
2010968,59,262,#66f
2010969,1,411,#66f
2010970,29,255,#66f
2010971,1,46,#66f
2010972,12,5,#f66
2010973,42,26,#faa
2010974,114,56,#f66
2010975,52,59,#aaf
2010976,183,99,#faa
2010977,72,112,#aaf
2010978,55,242,#66f
2010979,11,0,#f66
2010980,709,222,#f66
2010981,0,0,#ddd
2010982,599,135,#f66
2010983,39,29,#faa
2010984,6,86,#66f
2010985,122,110,#faa
2010986,21,191,#66f
2010987,56,586,#66f
2010988,54,9,#f66
2010989,12,14,#aaf
2010990,18,31,#aaf
2010991,0,0,#ddd
2010992,282,208,#faa
2010993,286,67,#f66
2010994,4,15,#66f
2010995,38,735,#66f
2010996,250,163,#faa
2010997,119,622,#66f
2010998,17,7,#f66
2010999,36,8,#f66
2011000,16,88,#66f
2011001,164,606,#66f
2011002,90,668,#66f
2011003,0,0,#ddd
2011004,200,156,#faa
2011005,0,0,#ddd
2011006,3,0,#f66
2011007,212,627,#66f
2011008,86,18,#f66
2011009,3,1,#f66
2011010,33,158,#66f
2011011,5,9,#aaf
2011012,188,509,#66f
2011013,15,7,#f66
2011014,3,12,#66f
2011015,5,13,#66f
2011016,423,494,#aaf
2011017,51,120,#66f
2011018,143,152,#aaf
2011019,14,406,#66f
2011020,0,0,#ddd
2011021,0,1,#66f
2011022,169,46,#f66
2011023,857,415,#f66
2011024,98,83,#faa
2011025,1,3,#66f
2011026,0,0,#ddd
2011027,1,0,#f66
2011028,1,0,#f66
2011029,1316,322,#f66
2011030,439,54,#f66
2011031,54,212,#66f
2011032,103,32,#f66
2011033,0,0,#ddd
2011034,0,0,#ddd
2011035,2,35,#66f
2011036,146,36,#f66
2011037,27,15,#faa
2011038,11,158,#66f
2011039,1,7,#66f
2011040,182,148,#faa
2011041,0,0,#ddd
2011042,80,193,#66f
2011043,3,11,#66f
2011044,7,27,#66f
2011045,117,799,#66f
2011046,5,31,#66f
2011048,2,2,#ddd
2011049,39,86,#66f
2011050,72,223,#66f
2011051,9,2,#f66
2011052,1,1,#ddd
2011053,0,0,#ddd
2011054,0,0,#ddd
2011055,0,0,#ddd
2011056,0,4,#66f
2011057,2,39,#66f
2011058,129,643,#66f
2011059,1,9,#66f
2011060,9,8,#faa
2011061,529,415,#faa
2011062,20,60,#66f
2011063,28,254,#66f
2011064,35,10,#f66
2011065,0,0,#ddd
2011066,5,151,#66f
2011067,0,0,#ddd
2011068,15,51,#66f
2011069,797,798,#aaf
2030001,1028,445,#f66
2030002,383,805,#66f
2030003,106,1572,#66f
2030004,633,518,#faa
2030005,453,173,#f66
2030006,611,217,#f66
2030007,406,180,#f66
2030008,1359,397,#f66
2030009,629,294,#f66
2030010,591,147,#f66
2030011,151,140,#faa
2030012,2191,348,#f66
2030013,689,80,#f66
2030014,628,245,#f66
2030015,564,63,#f66
2030016,281,73,#f66
2030017,437,543,#aaf
2030018,419,92,#f66
2030019,1441,342,#f66
2030020,1125,414,#f66
2030021,297,192,#faa
2030022,424,696,#aaf
2030023,247,34,#f66
2030024,245,94,#f66
2030025,1848,287,#f66
2030026,326,65,#f66
2050101,197,19,#f66
2050102,146,11,#f66
2050201,167,19,#f66
2050202,300,28,#f66
2050301,504,48,#f66
2050401,394,59,#f66
2070001,206,50,#f66
2070002,284,124,#f66
2070003,217,99,#f66
2070004,123,40,#f66
2070005,154,75,#f66
2070006,159,76,#f66
2070007,45,8,#f66
2070008,57,31,#faa
2070009,105,27,#f66
2070010,74,25,#f66
2090110,400,338,#faa
2090111,57,98,#aaf
2090112,231,730,#66f
2090113,606,1152,#aaf
2090120,701,1239,#aaf
2090125,392,509,#aaf
2090127,959,913,#faa
2090129,961,1062,#aaf
2090221,1037,789,#faa
2090223,552,636,#aaf
2090224,1519,1038,#faa
2090225,667,330,#f66
2090226,1071,750,#faa
2090228,972,1149,#aaf
2090229,278,393,#aaf
2090230,522,306,#faa
2090232,799,391,#f66
2090234,194,243,#aaf
2090236,167,50,#f66
2090238,0,0,#ddd
2090301,1,0,#f66
2090315,1378,752,#faa
2090316,320,246,#faa
2090317,69,135,#aaf
2090318,23,33,#aaf
2090330,349,509,#aaf
2090332,756,977,#aaf
2090333,1516,894,#faa
2090334,428,704,#aaf
2090335,1263,708,#faa
2090336,1033,903,#faa
2090337,1970,1015,#faa
2090339,444,184,#f66
2090413,148,256,#aaf
2090414,183,452,#66f
2090415,391,489,#aaf
2090416,28,36,#aaf
2090417,125,111,#faa
2090418,2,0,#f66
2090419,444,280,#faa
2090420,261,164,#faa
2090440,771,387,#faa
2090442,829,596,#faa
2090443,1613,780,#f66
2090444,2291,1143,#f66
2090447,642,475,#faa
2090449,1117,555,#f66
2110101,287,43,#f66
2110201,270,42,#f66
2110202,22,0,#f66
2110301,327,43,#f66
2110302,32,0,#f66
2110303,70,10,#f66
2110401,220,48,#f66
2110402,70,6,#f66
2130002,127,46,#f66
2130003,172,541,#66f
2130004,1589,432,#f66
2150001,41,162,#66f
2150002,317,493,#aaf
2150003,95,620,#66f
2150004,370,1249,#66f
2150005,57,646,#66f
2150006,354,337,#faa
2150007,582,802,#aaf
2150008,406,283,#faa
2150009,451,711,#aaf
2150010,208,766,#66f
2150011,117,1040,#66f
2150012,24,140,#66f
2150013,507,897,#aaf
2150014,167,497,#66f
2150015,38,101,#66f
2150016,126,1355,#66f
2150017,77,684,#66f
2150018,13,85,#66f
2150019,44,69,#aaf
2150020,22,181,#66f
2150021,26,99,#66f
2150022,62,296,#66f
2150023,210,759,#66f
2150024,43,24,#faa
2150025,472,591,#aaf
2150026,74,306,#66f
2150027,59,324,#66f
2150028,218,527,#66f
2150029,62,114,#aaf
2150030,247,843,#66f
2150031,174,414,#66f
2150032,249,714,#66f
2150033,135,493,#66f
2150034,125,276,#66f
2150035,294,1029,#66f
2150036,334,1211,#66f
2150037,123,254,#66f
2150038,605,700,#aaf
2150039,107,566,#66f
2150040,114,607,#66f
2150041,133,693,#66f
2150042,311,966,#66f
2150043,280,957,#66f
2150044,55,201,#66f
2150045,242,542,#66f
2150046,26,54,#66f
2150047,147,500,#66f
2150048,180,973,#66f
2150049,277,749,#66f
2150050,170,867,#66f
2150051,80,984,#66f
2150052,546,843,#aaf
2150053,424,1477,#66f
2150054,184,171,#faa
2150055,195,1164,#66f
2150056,237,1037,#66f
2150057,108,283,#66f
2150058,232,685,#66f
2150059,139,621,#66f
2150060,248,563,#66f
2150061,155,666,#66f
2150062,989,660,#faa
2150063,75,166,#66f
2150064,73,491,#66f
2150065,120,278,#66f
2150066,169,401,#66f
2150067,427,509,#aaf
2150068,246,748,#66f
2150069,209,605,#66f
2150070,88,360,#66f
2150072,211,365,#aaf
2150073,778,492,#faa
2150074,105,87,#faa
2150075,18,16,#faa
2150076,10,0,#f66
2150077,186,526,#66f
2150078,98,558,#66f
2150079,64,454,#66f
2150080,31,291,#66f
2150081,804,1063,#aaf
2150082,0,2,#66f
2150083,832,628,#faa
2150084,180,175,#faa
2150085,277,1057,#66f
2150086,107,209,#aaf
2150087,172,653,#66f
2150088,234,1066,#66f
2150089,6,10,#aaf
2150090,277,2572,#66f
2150091,82,281,#66f
2150092,7,60,#66f
2150093,52,33,#faa
2150094,144,681,#66f
2150095,172,1050,#66f
2150096,690,600,#faa
2150098,305,1084,#66f
2150099,290,1222,#66f
2150100,268,1042,#66f
2150101,287,207,#faa
2150102,305,209,#faa
2150103,638,736,#aaf
2150104,150,484,#66f
2150105,361,751,#66f
2150106,745,1195,#aaf
2150107,280,816,#66f
2150108,146,865,#66f
2150109,277,896,#66f
2150110,64,243,#66f
2150111,457,676,#aaf
2150112,102,580,#66f
2150113,631,1034,#aaf
2150114,630,866,#aaf
2150115,262,1005,#66f
2150116,216,410,#aaf
2150117,170,1048,#66f
2150118,172,473,#66f
2150119,73,391,#66f
2150120,184,778,#66f
2150121,37,37,#ddd
2150122,89,633,#66f
2150123,145,363,#66f
2150124,327,335,#aaf
2150125,57,222,#66f
2150126,181,498,#66f
2150127,63,468,#66f
2150128,117,615,#66f
2150129,34,47,#aaf
2150130,119,226,#aaf
2150131,20,192,#66f
2150132,62,370,#66f
2150133,6,10,#aaf
2150134,692,442,#faa
2150135,315,376,#aaf
2150136,333,434,#aaf
2150137,3,12,#66f
2150138,26,134,#66f
2150139,48,125,#66f
2150140,0,5,#66f
2150141,3,4,#aaf
2150142,3,3,#ddd
2150143,0,1,#66f
2150144,8,10,#aaf
2150145,132,390,#66f
2150146,60,503,#66f
2150147,30,18,#faa
2150148,5,28,#66f
2150149,7,20,#66f
2150150,131,222,#aaf
2150151,25,122,#66f
2150152,347,444,#aaf
2150153,14,60,#66f
2150154,164,499,#66f
2150155,28,126,#66f
2150156,136,841,#66f
2150157,56,243,#66f
2150158,222,556,#66f
2150159,11,139,#66f
2150160,2,4,#aaf
2150161,246,463,#aaf
2150162,20,28,#aaf
2150163,14,37,#66f
2150164,204,247,#aaf
2150165,140,165,#aaf
2150166,49,60,#aaf
2150167,160,116,#faa
2150168,94,72,#faa
2150169,43,149,#66f
2150170,25,203,#66f
2150171,2,5,#66f
2150172,8,50,#66f
2150173,173,270,#aaf
2150174,60,317,#66f
2150175,83,253,#66f
2150176,91,227,#66f
2150178,11,2,#f66
2150179,27,99,#66f
2150180,1,10,#66f
2150181,373,169,#f66
2150182,19,108,#66f
2150183,43,117,#66f
2150184,18,9,#faa
2150185,0,0,#ddd
2150186,30,47,#aaf
2150187,237,751,#66f
2150188,422,454,#aaf
2150189,44,195,#66f
2150190,44,122,#66f
2150191,24,132,#66f
2150192,34,89,#66f
2150193,31,44,#aaf
2150195,185,179,#faa
2150196,154,251,#aaf
2150197,15,128,#66f
2150199,376,379,#aaf
2150200,478,643,#aaf
2150201,217,231,#aaf
2150202,147,135,#faa
2150203,693,578,#faa
2150204,91,125,#aaf
2150205,15,62,#66f
2150206,117,220,#aaf
2150207,473,555,#aaf
2150209,51,166,#66f
2150210,11,56,#66f
2150211,64,221,#66f
2150212,85,62,#faa
2150213,18,42,#66f
2150215,65,136,#66f
2150216,147,463,#66f
2150217,7,37,#66f
2150218,36,144,#66f
2150219,56,265,#66f
2150220,38,137,#66f
2150221,108,275,#66f
2150222,6,0,#f66
2150223,34,35,#aaf
2150224,75,40,#faa
2150225,13,90,#66f
2150226,8,11,#aaf
2150227,85,743,#66f
2150228,218,1294,#66f
2150229,33,230,#66f
2150230,56,111,#aaf
2150231,53,60,#aaf
2150232,74,274,#66f
2150233,0,5,#66f
2150234,166,953,#66f
2150235,77,63,#faa
2150236,173,98,#faa
2150237,44,321,#66f
2150238,0,11,#66f
2150239,270,482,#aaf
2150240,68,134,#aaf
2150241,13,47,#66f
2150242,3,5,#aaf
2150243,15,15,#ddd
2150244,62,150,#66f
2150246,0,1,#66f
2150247,17,33,#aaf
2150248,6,9,#aaf
2150249,40,51,#aaf
2150250,6,22,#66f
2150251,2,7,#66f
2150252,0,0,#ddd
2150253,45,152,#66f
2150254,15,34,#66f
2150255,29,65,#66f
2150256,11,73,#66f
2150257,12,100,#66f
2170002,376,140,#f66
2170003,302,345,#aaf
2170004,1054,288,#f66
2170005,260,50,#f66
2170006,185,42,#f66
2170007,255,75,#f66
2170008,152,33,#f66
2170009,216,88,#f66
2170010,713,262,#f66
2170012,309,99,#f66
2170013,1204,268,#f66
2170014,503,65,#f66
2170015,172,38,#f66
2170016,162,57,#f66
2170018,92,26,#f66
2170019,158,56,#f66
2170020,404,105,#f66
2170021,888,199,#f66
2170022,733,198,#f66
2170023,184,75,#f66
2170024,497,157,#f66
2170027,313,86,#f66
2190011,397,61,#f66
2190014,378,70,#f66
2190015,214,42,#f66
2190016,1026,153,#f66
2190021,849,247,#f66
2190024,450,82,#f66
2190032,578,265,#f66
2190033,49,5,#f66
2190035,86,32,#f66
2190036,100,91,#faa
2190043,157,31,#f66
2190044,357,149,#f66
2190046,287,71,#f66
2210001,555,144,#f66
2210002,1416,379,#f66
2210003,1188,294,#f66
2210004,869,233,#f66
2210005,995,188,#f66
2210007,384,84,#f66
2210008,1245,234,#f66
2210009,1903,338,#f66
2210010,2390,425,#f66
2210011,622,145,#f66
2210012,618,179,#f66
2210013,1577,288,#f66
2210014,1348,335,#f66
2210015,152,29,#f66
2210016,3147,548,#f66
2230001,965,254,#f66
2230002,616,228,#f66
2230003,697,235,#f66
2230004,658,122,#f66
2230005,278,47,#f66
2230008,125,48,#f66
2230011,330,94,#f66
2230012,159,38,#f66
2230013,430,106,#f66
2230014,451,99,#f66
2230016,483,103,#f66
2230017,483,132,#f66
2230020,270,51,#f66
2230023,151,36,#f66
2230024,360,72,#f66
2230025,187,24,#f66
2230036,438,95,#f66
2250001,425,281,#faa
2250002,625,253,#f66
2250003,255,516,#66f
2250004,802,316,#f66
2250005,562,102,#f66
2250006,465,207,#f66
2250007,512,66,#f66
2250008,228,44,#f66
2250009,228,29,#f66
2250010,157,30,#f66
2250011,53,12,#f66
2250012,57,18,#f66
2250014,312,37,#f66
2250015,134,45,#f66
2250016,139,19,#f66
2250017,158,18,#f66
2250018,38,37,#faa
2250019,290,100,#f66
2250020,139,14,#f66
2250021,149,65,#f66
2250022,144,54,#f66
2270011,261,294,#aaf
2270012,96,105,#aaf
2270013,82,93,#aaf
2270014,37,42,#aaf
2270016,20,24,#aaf
2270024,229,59,#f66
2270025,611,160,#f66
2270026,262,67,#f66
2270032,47,13,#f66
2270033,651,229,#f66
2270034,586,192,#f66
2270035,121,42,#f66
2270037,0,0,#ddd
2270042,234,95,#f66
2270045,219,100,#f66
2270046,314,136,#f66
2270103,95,18,#f66
2270104,71,10,#f66
2270105,0,0,#ddd
2270205,782,91,#f66
2270207,363,67,#f66
2270208,84,5,#f66
2270209,0,0,#ddd
2270304,255,39,#f66
2270404,280,69,#f66
2270405,133,26,#f66
2270408,32,5,#f66
2270409,251,47,#f66
2290001,86,52,#faa
2290002,37,72,#aaf
2290004,107,53,#f66
2310101,537,98,#f66
2310102,544,167,#f66
2310103,352,65,#f66
2310104,460,91,#f66
2310105,294,132,#f66
2310106,678,363,#faa
2310107,1263,344,#f66
2310108,533,284,#faa
2310109,503,106,#f66
2310210,286,97,#f66
2310211,319,84,#f66
2310212,443,145,#f66
2310213,453,53,#f66
2310214,1243,274,#f66
2310215,2037,373,#f66
2310216,783,184,#f66
2310217,724,136,#f66
2310318,362,58,#f66
2310319,692,161,#f66
2310320,803,269,#f66
2310321,489,139,#f66
2310322,357,136,#f66
2310323,1250,203,#f66
2310324,984,163,#f66
2310325,1362,274,#f66
2310426,175,68,#f66
2310427,717,605,#faa
2310428,577,381,#faa
2310429,179,58,#f66
2310430,204,71,#f66
2310431,178,106,#faa
2310432,351,72,#f66
2310433,219,812,#66f
2310434,660,99,#f66
2330011,1067,131,#f66
2330014,1222,157,#f66
2330021,1730,215,#f66
2330023,199,21,#f66
2330031,897,125,#f66
2330033,841,123,#f66
2330041,43,6,#f66
2330042,805,267,#f66
2350100,151,25,#f66
2350200,166,28,#f66
2350301,46,9,#f66
2350302,96,21,#f66
2350400,210,29,#f66
2370001,585,69,#f66
2370002,516,71,#f66
2370003,109,17,#f66
2370004,475,46,#f66
2370005,332,26,#f66
2370006,563,74,#f66
2390001,748,312,#f66
2390002,1031,243,#f66
2390003,748,194,#f66
2390004,188,29,#f66
2390005,322,65,#f66
2390006,245,111,#f66
2390007,53,9,#f66
2390008,299,67,#f66
2390009,269,44,#f66
2410001,14,7,#faa
2410002,328,51,#f66
2410003,478,119,#f66
2410004,297,58,#f66
2410005,85,33,#f66
2410006,444,242,#faa
2410007,235,227,#faa
2410008,347,262,#faa
2410009,930,177,#f66
2410010,820,166,#f66
2410011,237,46,#f66
2410012,279,87,#f66
2410013,246,99,#f66
2410014,1099,371,#f66
2410015,1198,203,#f66
2410016,114,23,#f66
2410017,780,108,#f66
2410019,993,271,#f66
2410020,300,475,#aaf
2410021,700,378,#faa
2430001,205,142,#faa
2430002,125,110,#faa
2430003,197,80,#f66
2430004,79,42,#faa
2430005,111,66,#faa
2450001,66,977,#66f
2450002,123,452,#66f
2450003,45,1249,#66f
2450004,772,271,#f66
2450005,496,543,#aaf
2450006,239,465,#aaf
2450007,362,431,#aaf
2450008,23,439,#66f
2450009,2182,400,#f66
2450010,55,299,#66f
2450011,26,180,#66f
2450012,8,369,#66f
2450013,7,251,#66f
2450014,29,784,#66f
2450015,47,672,#66f
2450016,39,195,#66f
2450017,758,800,#aaf
2450018,12,800,#66f
2450019,61,888,#66f
2450020,59,664,#66f
2450021,86,74,#faa
2450022,1039,1354,#aaf
2450023,387,987,#66f
2450024,248,80,#f66
2450025,978,276,#f66
2450026,978,440,#f66
2450027,420,409,#faa
2450028,170,372,#66f
2450029,918,146,#f66
2450030,638,108,#f66
2450031,635,100,#f66
2450032,109,27,#f66
2450033,863,437,#faa
2450034,31,1173,#66f
2450035,402,85,#f66
2450036,776,176,#f66
2450037,1231,304,#f66
2450038,1196,237,#f66
2450039,20,1335,#66f
2450040,1301,304,#f66
2450041,66,24,#f66
2450042,1241,317,#f66
2450043,1107,296,#f66
2450044,202,214,#aaf
2450045,201,436,#66f
2450046,225,474,#66f
2450047,230,544,#66f
2450048,106,403,#66f
2450049,42,157,#66f
2450050,173,1177,#66f
2450051,17,234,#66f
2450052,3,309,#66f
2450053,44,820,#66f
2450054,8,309,#66f
2450055,2,293,#66f
2450056,1573,315,#f66
2450057,10,595,#66f
2450058,25,8,#f66
2450059,8,808,#66f
2450060,1431,403,#f66
2450061,586,377,#faa
2450062,1361,423,#f66
2450063,27,1018,#66f
2450064,101,439,#66f
2450065,1098,280,#f66
2450066,999,233,#f66
2450067,161,1366,#66f
2450068,925,532,#faa
2450069,1500,403,#f66
2450070,476,727,#aaf
2450071,48,16,#f66
2450072,582,713,#aaf
2450073,1332,438,#f66
2450074,1590,288,#f66
2450075,43,471,#66f
2450076,91,433,#66f
2450077,31,677,#66f
2450078,535,729,#aaf
2450079,883,413,#f66
2450080,122,20,#f66
2450081,10,553,#66f
2450082,520,853,#aaf
2450083,585,123,#f66
2450084,28,827,#66f
2450085,100,752,#66f
2450086,394,350,#faa
2450087,87,610,#66f
2450088,231,346,#aaf
2450089,72,208,#66f
2450090,8,19,#66f
2450091,311,36,#f66
2450092,466,238,#faa
2450093,75,311,#66f
2450094,1103,304,#f66
2450095,252,125,#f66
2450096,66,204,#66f
2450097,1,2,#aaf
2450098,91,40,#f66
2450099,106,253,#66f
2450100,1105,537,#f66
2450101,1,1,#ddd
2450102,114,46,#f66
2450103,3,0,#f66
2450104,40,14,#f66
2450105,14,28,#aaf
2450106,12,3,#f66
2450107,1,0,#f66
2450108,252,42,#f66
2450109,92,24,#f66
2470001,49,371,#66f
2470002,144,312,#66f
2470003,87,263,#66f
2470004,76,354,#66f
2470005,0,1,#66f
2490001,73,155,#66f
2490002,160,77,#f66
2490003,445,176,#f66
2490004,278,427,#aaf
2490005,19,124,#66f
2490006,92,340,#66f
2490007,826,510,#faa
2490008,986,496,#faa
2490009,89,161,#aaf
2490010,172,715,#66f
2490011,119,295,#66f
2490012,354,575,#aaf
2490013,34,177,#66f
2490014,67,65,#faa
2490015,247,441,#aaf
2490016,50,340,#66f
2490017,211,471,#66f
2490018,55,122,#66f
2490019,106,31,#f66
2490020,58,271,#66f
2490022,157,523,#66f
2510001,267,55,#f66
2510002,1782,432,#f66
2510003,1540,400,#f66
2510004,2690,778,#f66
2510005,1710,396,#f66
2510006,192,26,#f66
2510007,2784,707,#f66
2510008,1876,745,#f66
2510009,499,122,#f66
2510010,1196,440,#f66
2510011,1852,416,#f66
2510012,1219,277,#f66
2510013,824,196,#f66
2510014,211,47,#f66
2510015,729,132,#f66
2510016,236,59,#f66
2510017,1031,389,#f66
2510018,1411,492,#f66
2510019,2667,665,#f66
2510020,282,298,#aaf
2510021,622,173,#f66
2510022,1499,568,#f66
2510023,990,236,#f66
2510024,501,145,#f66
2510025,494,197,#f66
2510026,636,126,#f66
2510027,955,202,#f66
2510028,776,230,#f66
2510029,451,101,#f66
2510030,445,89,#f66
2510031,516,127,#f66
2510032,1245,316,#f66
2510033,489,102,#f66
2510034,891,272,#f66
2510035,1942,395,#f66
2510036,211,145,#faa
2530101,581,161,#f66
2530102,72,70,#faa
2530103,182,121,#faa
2530201,645,303,#f66
2530202,126,50,#f66
2530203,129,36,#f66
2530301,134,17,#f66
2530302,547,85,#f66
2530303,569,100,#f66
2530401,693,96,#f66
2530402,584,187,#f66
2550001,367,316,#faa
2550002,96,16,#f66
2550003,114,11,#f66
2550004,388,195,#faa
2550005,241,145,#faa
2550006,167,14,#f66
2550007,370,46,#f66
2550008,87,34,#f66
2550009,103,34,#f66
2550010,171,22,#f66
2550011,266,102,#f66
2550012,245,100,#f66
2550013,25,5,#f66
2550014,159,271,#aaf
2550015,24,13,#faa
2570001,901,491,#faa
2570002,549,132,#f66
2570003,1580,500,#f66
2570004,1701,537,#f66
2570005,304,946,#66f
2570006,801,185,#f66
2570007,1199,598,#f66
2570008,585,348,#faa
2570009,647,246,#f66
2570010,996,219,#f66
2570011,945,263,#f66
2570012,736,161,#f66
2570013,717,378,#faa
2570014,1010,364,#f66
2570015,1070,236,#f66
2570016,1259,225,#f66
2570017,921,142,#f66
2570018,964,202,#f66
2570019,1052,382,#f66
2570020,531,159,#f66
2570021,992,216,#f66
2570022,565,94,#f66
2570023,404,132,#f66
2570024,572,233,#f66
2570025,337,171,#faa
2570026,142,722,#66f
2570027,1351,367,#f66
2570028,668,185,#f66
2570029,656,484,#faa
2570030,691,154,#f66
2591011,95,20,#f66
2591012,0,0,#ddd
2591013,602,152,#f66
2591014,278,110,#f66
2591110,1588,295,#f66
2591115,746,183,#f66
2591130,1,0,#f66
2591170,0,3,#66f
2591190,16,9,#faa
2591200,2,0,#f66
2592020,1366,224,#f66
2592080,1615,296,#f66
2592084,57,25,#f66
2592085,49,23,#f66
2592120,748,129,#f66
2592210,44,8,#f66
2593030,1265,220,#f66
2593040,673,119,#f66
2593041,696,109,#f66
2593042,249,66,#f66
2593044,262,105,#f66
2593060,327,63,#f66
2593220,8,0,#f66
2594050,1229,308,#f66
2594070,191,34,#f66
2594100,1459,325,#f66
2594101,118,23,#f66
2594103,128,55,#f66
2594230,2,0,#f66
2594240,4,0,#f66
2594250,32,4,#f66
2610001,25,23,#faa
2610002,13,25,#aaf
2610003,5,7,#aaf
2610004,26,8,#f66
2610005,5,8,#aaf
2610006,10,11,#aaf
2630101,88,20,#f66
2630201,21,3,#f66
2630202,67,7,#f66
2630301,65,18,#f66
2630302,33,3,#f66
2630401,60,15,#f66
2650101,1483,335,#f66
2650107,475,116,#f66
2650109,760,168,#f66
2650113,907,242,#f66
2650118,164,76,#f66
2650119,1038,333,#f66
2650202,1133,244,#f66
2650211,457,133,#f66
2650215,1607,315,#f66
2650220,1367,251,#f66
2650303,544,87,#f66
2650308,269,75,#f66
2650312,1521,545,#f66
2650314,617,378,#faa
2650404,464,74,#f66
2650405,930,242,#f66
2650406,1537,319,#f66
2650410,206,11,#f66
2650416,873,213,#f66
2650417,922,181,#f66
2670001,452,52,#f66
2670002,191,32,#f66
2670003,145,13,#f66
2670004,200,39,#f66
