CNTYVTD,trump,clinton,color
1670334,64,713,#66f
1670336,236,2366,#66f
1670338,688,1247,#aaf
1670340,31,312,#66f
1670341,341,301,#faa
1670343,426,681,#aaf
1670345,50,476,#66f
1670347,176,571,#66f
1670389,114,242,#66f
1670391,41,42,#aaf
1670394,6,12,#aaf
1670398,107,113,#aaf
1670399,45,69,#aaf
1670401,0,0,#ddd
1670439,1587,678,#f66
1670453,1450,574,#f66
1670454,1605,776,#f66
1670455,885,390,#f66
1670456,2019,382,#f66
1670457,2355,469,#f66
1670460,2955,601,#f66
1670461,1921,408,#f66
1670462,1844,360,#f66
1670464,1487,429,#f66
1670471,802,334,#f66
1670482,48,7,#f66
1670487,1956,752,#f66
1670488,1818,663,#f66
1670490,1815,577,#f66
1671051,173,118,#faa
1671651,0,0,#ddd
1672321,0,0,#ddd
1672322,0,0,#ddd
1672323,125,77,#faa
1672801,0,0,#ddd
1673061,0,0,#ddd
1673301,1,1,#ddd
1673311,61,137,#66f
1674391,3,3,#ddd
1690001,315,39,#f66
1690002,401,50,#f66
1690003,259,106,#f66
1690004,162,63,#f66
1690005,68,13,#f66
1690006,58,8,#f66
1710001,1207,297,#f66
1710002,583,165,#f66
1710003,637,135,#f66
1710004,1574,448,#f66
1710005,850,132,#f66
1710006,321,63,#f66
1710007,1485,216,#f66
1710008,168,30,#f66
1710009,119,7,#f66
1710010,532,89,#f66
1710012,1284,216,#f66
1710013,1099,135,#f66
1710015,447,122,#f66
1730001,166,5,#f66
1730002,110,19,#f66
1730003,107,8,#f66
1730004,143,12,#f66
1750011,235,326,#aaf
1750012,205,45,#f66
1750021,323,332,#aaf
1750022,76,96,#aaf
1750031,372,133,#f66
1750032,349,63,#f66
1750041,200,38,#f66
1750042,322,48,#f66
1750043,212,46,#f66
1770001,1031,377,#f66
1770002,534,333,#faa
1770003,526,231,#f66
1770005,256,92,#f66
1770007,200,27,#f66
1770008,159,32,#f66
1770009,300,275,#faa
1770010,238,76,#f66
1770011,122,23,#f66
1770012,109,19,#f66
1770013,148,36,#f66
1770014,58,5,#f66
1770015,173,23,#f66
1790001,253,25,#f66
1790002,1239,143,#f66
1790003,73,4,#f66
1790004,410,44,#f66
1790005,1841,221,#f66
1790006,1671,205,#f66
1790007,956,244,#f66
1810101,1019,775,#faa
1810102,396,761,#aaf
1810103,268,64,#f66
1810104,468,88,#f66
1810105,2067,457,#f66
1810106,1079,229,#f66
1810107,882,173,#f66
1810201,1246,534,#f66
1810202,1206,483,#f66
1810203,230,254,#aaf
1810204,500,100,#f66
1810206,663,194,#f66
1810207,430,86,#f66
1810208,570,197,#f66
1810209,515,149,#f66
1810210,852,200,#f66
1810301,501,271,#faa
1810302,1846,806,#f66
1810303,483,110,#f66
1810304,1181,494,#f66
1810305,600,125,#f66
1810306,1742,378,#f66
1810307,866,174,#f66
1810308,475,103,#f66
1810309,393,76,#f66
1810401,391,426,#aaf
1810402,1019,430,#f66
1810403,1240,380,#f66
1810404,1583,379,#f66
1810405,187,93,#f66
1810406,1129,275,#f66
1810407,53,45,#faa
1810409,1881,659,#f66
1830001,813,237,#f66
1830002,1835,526,#f66
1830003,1563,510,#f66
1830004,1566,388,#f66
1830005,1723,390,#f66
1830006,1286,180,#f66
1830007,1576,278,#f66
1830008,2029,500,#f66
1830009,2060,614,#f66
1830010,1602,706,#f66
1830011,2120,523,#f66
1830012,2392,288,#f66
1830013,1260,413,#f66
1830014,2218,485,#f66
1830015,450,253,#faa
1830016,2073,349,#f66
1830017,149,294,#aaf
1830018,1005,1183,#aaf
1830019,262,1841,#66f
1830020,348,1268,#66f
1830021,412,1172,#66f
1850001,829,218,#f66
1850002,405,69,#f66
1850003,141,600,#66f
1850004,596,130,#f66
1850005,581,232,#f66
1850006,733,403,#faa
1850007,507,133,#f66
1850008,212,68,#f66
1850009,193,58,#f66
1850010,548,68,#f66
1850011,124,14,#f66
1850012,407,140,#f66
1850014,606,150,#f66
1850015,260,56,#f66
1870101,332,119,#f66
1870103,325,127,#f66
1870104,311,214,#faa
1870105,1130,351,#f66
1870106,1232,417,#f66
1870107,518,120,#f66
1870108,265,143,#faa
1870109,246,51,#f66
1870110,81,46,#faa
1870111,31,51,#aaf
1870112,16,18,#aaf
1870113,442,139,#f66
1870114,269,121,#f66
1870115,138,29,#f66
1870116,994,303,#f66
1870117,1360,350,#f66
1870118,30,12,#f66
1870119,873,233,#f66
1870120,531,138,#f66
1870121,64,15,#f66
1870122,17,7,#f66
1870123,5,2,#f66
1870124,4,1,#f66
1870125,120,22,#f66
1870126,15,8,#faa
1870127,3,4,#aaf
1870201,122,132,#aaf
1870202,153,420,#66f
1870203,57,138,#66f
1870204,240,431,#aaf
1870205,454,153,#f66
1870206,370,492,#aaf
1870207,166,303,#aaf
1870208,1382,350,#f66
1870209,69,302,#66f
1870210,278,206,#faa
1870211,58,16,#f66
1870212,22,44,#aaf
1870213,474,134,#f66
1870214,224,89,#f66
1870215,108,37,#f66
1870216,30,12,#f66
1870217,33,31,#faa
1870218,19,24,#aaf
1870219,25,21,#faa
1870220,15,25,#aaf
1870221,9,5,#faa
1870222,0,0,#ddd
1870223,79,58,#faa
1870224,16,47,#66f
1870225,3,9,#66f
1870226,98,55,#faa
1870301,769,320,#f66
1870302,1198,728,#faa
1870303,2252,1301,#faa
1870304,2776,1222,#f66
1870305,1210,670,#faa
1870306,1683,864,#faa
1870401,536,187,#f66
1870402,582,365,#faa
1870403,918,538,#faa
1870404,2254,1104,#f66
1870405,894,214,#f66
1870406,998,156,#f66
1870407,732,201,#f66
1870408,1102,396,#f66
1870409,826,676,#faa
1870410,67,27,#f66
1890101,160,48,#f66
1890102,54,10,#f66
1890103,118,118,#ddd
1890104,157,102,#faa
1890105,80,29,#f66
1890110,233,27,#f66
1890111,290,96,#f66
1890112,337,41,#f66
1890202,52,96,#aaf
1890203,80,124,#aaf
1890204,183,115,#faa
1890205,23,34,#aaf
1890206,15,21,#aaf
1890213,68,41,#faa
1890214,290,151,#faa
1890215,117,49,#f66
1890304,441,87,#f66
1890305,625,97,#f66
1890306,32,26,#faa
1890307,157,60,#f66
1890308,27,8,#f66
1890316,440,176,#f66
1890317,72,17,#f66
1890318,467,122,#f66
1890406,197,187,#faa
1890407,755,142,#f66
1890408,387,78,#f66
1890409,296,116,#f66
1890419,127,6,#f66
1890420,210,19,#f66
1910101,165,70,#f66
1910201,35,26,#faa
1910202,149,49,#f66
1910301,52,18,#f66
1910302,157,29,#f66
1910401,204,51,#f66
1910402,70,22,#f66
1930001,458,87,#f66
1930004,62,15,#f66
1930005,93,16,#f66
1930007,668,165,#f66
1930009,125,18,#f66
1930012,126,14,#f66
1930014,122,14,#f66
1930015,94,20,#f66
1930017,98,12,#f66
1930022,623,128,#f66
1930023,449,102,#f66
1950001,423,46,#f66
1950002,41,6,#f66
1950003,175,5,#f66
1950004,353,28,#f66
1950005,296,19,#f66
1950006,397,44,#f66
1950007,32,0,#f66
1950009,71,11,#f66
1970001,340,84,#f66
1970002,263,58,#f66
1970003,282,70,#f66
1970004,291,90,#f66
1990001,610,320,#faa
1990002,2317,349,#f66
1990003,367,30,#f66
1990004,467,47,#f66
1990005,338,32,#f66
1990006,1982,294,#f66
1990007,353,49,#f66
1990008,459,88,#f66
1990009,1206,374,#f66
1990010,411,649,#aaf
1990011,444,86,#f66
1990012,448,86,#f66
1990013,1260,138,#f66
1990014,899,96,#f66
1990015,963,166,#f66
1990016,1170,122,#f66
1990017,540,52,#f66
1990018,3012,321,#f66
1990019,500,60,#f66
2010001,463,827,#aaf
2010002,559,566,#aaf
2010003,478,609,#aaf
2010004,457,707,#aaf
2010005,405,551,#aaf
2010006,1216,897,#faa
2010007,15,591,#66f
2010008,550,508,#faa
2010010,185,521,#66f
2010011,147,565,#66f
2010012,203,145,#faa
2010013,1101,444,#f66
2010014,741,583,#faa
2010015,1303,815,#faa
2010016,312,295,#faa
2010017,266,372,#aaf
2010018,502,506,#aaf
2010019,245,413,#aaf
2010020,337,765,#66f
2010021,137,483,#66f
2010022,212,1196,#66f
2010023,36,126,#66f
2010024,41,299,#66f
2010025,14,519,#66f
2010026,260,652,#66f
2010027,392,1071,#66f
2010028,1161,715,#faa
2010029,338,626,#aaf
2010030,359,990,#66f
2010031,21,1401,#66f
2010032,665,635,#faa
2010033,945,1294,#aaf
2010034,485,1192,#66f
2010035,1,3,#66f
2010036,403,1027,#66f
2010037,425,811,#aaf
2010038,728,1135,#aaf
2010039,507,1219,#66f
2010040,204,163,#faa
2010041,377,446,#aaf
2010042,14,620,#66f
2010043,422,436,#aaf
2010044,188,582,#66f
2010045,644,2849,#66f
2010046,177,755,#66f
2010047,18,850,#66f
2010048,53,503,#66f
2010049,1339,505,#f66
2010050,1534,1411,#faa
2010051,748,234,#f66
2010052,835,704,#faa
2010053,870,1049,#aaf
2010054,531,444,#faa
2010055,343,462,#aaf
2010056,543,280,#faa
2010057,945,1195,#aaf
2010058,720,851,#aaf
2010059,711,901,#aaf
2010060,447,1002,#66f
2010061,222,412,#aaf
2010062,241,663,#66f
2010063,879,173,#f66
2010064,170,630,#66f
2010065,184,716,#66f
2010066,82,350,#66f
2010067,278,922,#66f
2010068,23,1634,#66f
2010069,101,381,#66f
2010070,1487,825,#faa
2010071,1233,1081,#faa
2010072,306,658,#66f
2010073,591,380,#faa
2010074,2171,520,#f66
2010075,348,483,#aaf
2010076,782,562,#faa
2010077,58,191,#66f
2010078,240,439,#aaf
2010079,264,911,#66f
2010080,380,1216,#66f
2010081,297,525,#aaf
2010082,1626,498,#f66
2010083,1802,1940,#aaf
2010084,575,189,#f66
2010085,18,1250,#66f
2010086,803,880,#aaf
2010087,1346,706,#faa
2010088,258,125,#f66
2010089,475,296,#faa
2010090,1836,553,#f66
2010091,489,287,#faa
2010092,1123,463,#f66
2010093,548,824,#aaf
2010094,66,175,#66f
2010095,1662,652,#f66
2010096,58,535,#66f
2010097,2361,736,#f66
2010098,1249,206,#f66
2010099,404,450,#aaf
2010100,339,385,#aaf
2010101,84,296,#66f
2010102,198,535,#66f
2010103,1598,1317,#faa
2010104,24,1189,#66f
2010105,257,622,#66f
2010106,39,44,#aaf
2010107,140,689,#66f
2010108,911,751,#faa
2010109,22,1546,#66f
2010110,1263,748,#faa
2010111,2039,625,#f66
2010112,1360,518,#f66
2010113,984,690,#faa
2010114,1574,381,#f66
2010115,110,776,#66f
2010116,1827,493,#f66
2010117,367,454,#aaf
2010118,498,99,#f66
2010119,2489,633,#f66
2010120,1123,660,#faa
2010121,285,134,#f66
2010122,30,1025,#66f
2010123,222,538,#66f
2010124,3845,885,#f66
2010125,828,561,#faa
2010126,1764,224,#f66
2010127,732,279,#f66
2010128,1072,556,#faa
2010129,2369,1279,#faa
2010130,1301,404,#f66
2010131,238,717,#66f
2010132,25,1465,#66f
2010133,1254,731,#faa
2010134,367,419,#aaf
2010135,1366,657,#f66
2010136,44,1353,#66f
2010137,256,222,#faa
2010138,15,885,#66f
2010139,1027,965,#faa
2010140,287,1663,#66f
2010141,212,103,#f66
2010142,104,266,#66f
2010143,2602,1016,#f66
2010144,8,662,#66f
2010145,17,878,#66f
2010146,620,707,#aaf
2010147,203,1501,#66f
2010148,773,1021,#aaf
2010149,1854,2245,#aaf
2010150,17,717,#66f
2010151,21,429,#66f
2010152,242,793,#66f
2010153,206,526,#66f
2010154,229,686,#66f
2010155,1880,861,#f66
2010156,39,1815,#66f
2010157,37,1203,#66f
2010158,20,1695,#66f
2010159,58,433,#66f
2010160,9,373,#66f
2010161,6,570,#66f
2010162,156,318,#66f
2010163,513,860,#aaf
2010164,10,780,#66f
2010165,936,492,#faa
2010166,196,371,#aaf
2010167,0,7,#66f
2010168,4,304,#66f
2010169,20,1450,#66f
2010170,432,374,#faa
2010171,26,766,#66f
2010172,107,191,#aaf
2010173,1877,512,#f66
2010174,1600,674,#f66
2010175,1007,893,#faa
2010176,642,481,#faa
2010177,628,398,#faa
2010178,878,375,#f66
2010179,348,389,#aaf
2010180,34,1450,#66f
2010181,289,607,#66f
2010182,1507,862,#faa
2010183,1321,555,#f66
2010184,144,309,#66f
2010185,364,692,#aaf
2010186,41,321,#66f
2010187,30,78,#66f
2010188,255,415,#aaf
2010189,517,413,#faa
2010190,240,408,#aaf
2010191,194,303,#aaf
2010192,36,1018,#66f
2010193,11,587,#66f
2010194,348,829,#66f
2010195,26,914,#66f
2010196,11,164,#66f
2010197,27,1553,#66f
2010198,3,294,#66f
2010199,1662,463,#f66
2010200,1064,1110,#aaf
2010201,11,334,#66f
2010202,14,794,#66f
2010203,91,318,#66f
2010204,1411,939,#faa
2010205,17,1027,#66f
2010207,273,419,#aaf
2010208,336,801,#66f
2010209,4,0,#f66
2010210,158,1370,#66f
2010211,516,832,#aaf
2010212,93,421,#66f
2010213,2033,472,#f66
2010214,844,478,#faa
2010215,982,597,#faa
2010216,78,1001,#66f
2010217,1388,633,#f66
2010218,410,844,#66f
2010219,134,1532,#66f
2010220,757,266,#f66
2010221,567,691,#aaf
2010222,887,881,#faa
2010223,609,1438,#66f
2010224,725,786,#aaf
2010225,777,1013,#aaf
2010226,251,794,#66f
2010227,1089,289,#f66
2010228,30,705,#66f
2010229,110,231,#66f
2010230,14,543,#66f
2010231,243,752,#66f
2010232,708,497,#faa
2010233,1496,1310,#faa
2010234,2327,606,#f66
2010235,18,676,#66f
2010236,30,1062,#66f
2010237,17,1198,#66f
2010238,17,1029,#66f
2010239,26,1074,#66f
2010240,13,1515,#66f
2010241,409,526,#aaf
2010242,376,290,#faa
2010243,3,295,#66f
2010244,920,794,#faa
2010245,2309,1051,#f66
2010246,1479,680,#f66
2010247,19,791,#66f
2010248,198,573,#66f
2010249,1034,444,#f66
2010250,14,529,#66f
2010251,56,1263,#66f
2010252,21,1415,#66f
2010253,14,1214,#66f
2010254,123,364,#66f
2010255,836,927,#aaf
2010256,729,1023,#aaf
2010257,285,813,#66f
2010258,1825,607,#f66
2010259,19,1632,#66f
2010260,376,314,#faa
2010261,162,370,#66f
2010262,1378,916,#faa
2010263,1881,583,#f66
2010264,869,648,#faa
2010265,1946,608,#f66
2010266,526,526,#ddd
2010267,280,290,#aaf
2010268,1095,610,#faa
2010269,1278,282,#f66
2010270,1298,876,#faa
2010271,13,1624,#66f
2010272,404,660,#aaf
2010273,1455,295,#f66
2010274,967,416,#f66
2010275,164,799,#66f
2010276,12,1492,#66f
2010277,295,332,#aaf
2010278,726,591,#faa
2010279,582,318,#faa
2010280,243,395,#aaf
2010281,1065,868,#faa
2010282,765,481,#faa
2010283,0,0,#ddd
2010284,664,1033,#aaf
2010285,104,1358,#66f
2010286,312,3312,#66f
2010287,640,513,#faa
2010288,17,1377,#66f
2010289,333,413,#aaf
2010290,778,206,#f66
2010291,419,405,#faa
2010292,93,608,#66f
2010293,527,604,#aaf
2010294,12,1258,#66f
2010295,6,485,#66f
2010296,599,398,#faa
2010297,386,611,#aaf
2010298,735,548,#faa
2010299,171,348,#66f
2010300,3079,808,#f66
2010301,428,639,#aaf
2010302,754,553,#faa
2010303,2052,434,#f66
2010304,939,638,#faa
2010305,795,1307,#aaf
2010306,988,327,#f66
2010307,1474,576,#f66
2010308,197,464,#66f
2010309,1629,339,#f66
2010310,643,298,#f66
2010311,724,776,#aaf
2010312,1286,982,#faa
2010313,14,9,#faa
2010315,713,445,#faa
2010316,617,444,#faa
2010317,266,605,#66f
2010318,95,2173,#66f
2010319,87,1146,#66f
2010320,354,380,#aaf
2010321,315,558,#aaf
2010322,162,458,#66f
2010323,351,429,#aaf
2010324,1126,524,#f66
2010325,224,737,#66f
2010326,152,164,#aaf
2010327,12,938,#66f
2010328,240,355,#aaf
2010329,230,453,#aaf
2010330,439,478,#aaf
2010331,1,0,#f66
2010332,12,16,#aaf
2010333,1422,476,#f66
2010334,76,285,#66f
2010335,150,348,#66f
2010336,201,2182,#66f
2010337,92,417,#66f
2010338,670,1628,#66f
2010339,169,543,#66f
2010340,1940,594,#f66
2010341,139,406,#66f
2010342,430,2642,#66f
2010343,251,637,#66f
2010344,22,605,#66f
2010345,167,595,#66f
2010346,3,0,#f66
2010347,1156,659,#faa
2010348,745,264,#f66
2010349,480,305,#faa
2010350,782,1065,#aaf
2010351,2632,609,#f66
2010352,1225,464,#f66
2010353,393,1816,#66f
2010354,484,1468,#66f
2010355,85,888,#66f
2010356,1184,762,#faa
2010357,1734,543,#f66
2010358,80,1106,#66f
2010359,88,1080,#66f
2010360,821,643,#faa
2010361,137,639,#66f
2010362,2437,835,#f66
2010363,909,1085,#aaf
2010364,790,683,#faa
2010365,81,881,#66f
2010366,243,835,#66f
2010367,95,427,#66f
2010368,154,398,#66f
2010369,60,96,#aaf
2010370,3294,946,#f66
2010371,5,287,#66f
2010372,88,631,#66f
2010373,2,74,#66f
2010374,103,212,#66f
2010375,488,588,#aaf
2010376,426,514,#aaf
2010377,1336,384,#f66
2010378,674,373,#faa
2010379,96,1018,#66f
2010380,2124,1494,#faa
2010381,585,757,#aaf
2010382,362,127,#f66
2010383,333,731,#66f
2010384,354,1297,#66f
2010385,1324,362,#f66
2010386,1406,481,#f66
2010387,1558,556,#f66
2010388,2273,1657,#faa
2010389,77,437,#66f
2010390,110,883,#66f
2010391,770,405,#faa
2010392,6,914,#66f
2010393,291,348,#aaf
2010394,144,182,#aaf
2010395,908,378,#f66
2010396,16,1339,#66f
2010397,125,171,#aaf
2010398,1110,1117,#aaf
2010399,726,740,#aaf
2010400,1116,420,#f66
2010401,35,948,#66f
2010402,46,1061,#66f
2010403,754,531,#faa
2010404,693,589,#faa
2010405,0,1,#66f
2010406,4,343,#66f
2010407,1474,769,#faa
2010408,264,337,#aaf
2010409,177,357,#66f
2010410,84,352,#66f
2010411,307,666,#66f
2010412,12,248,#66f
2010413,815,1162,#aaf
2010414,1508,488,#f66
2010415,1100,449,#f66
2010416,1085,946,#faa
2010417,645,716,#aaf
2010418,687,1082,#aaf
2010419,1036,508,#f66
2010420,2715,486,#f66
2010421,45,169,#66f
2010422,34,1976,#66f
2010423,248,529,#66f
2010424,338,237,#faa
2010425,141,300,#66f
2010426,379,289,#faa
2010427,206,348,#aaf
2010428,678,1452,#66f
2010429,308,1239,#66f
2010430,137,566,#66f
2010431,309,867,#66f
2010432,158,402,#66f
2010433,42,191,#66f
2010434,657,319,#f66
2010435,1515,716,#f66
2010436,1232,762,#faa
2010437,1055,409,#f66
2010438,1090,326,#f66
2010439,1749,625,#f66
2010440,1795,378,#f66
2010441,905,282,#f66
2010442,1559,287,#f66
2010443,353,113,#f66
2010444,1211,721,#faa
2010445,813,462,#faa
2010446,46,69,#aaf
2010447,138,230,#aaf
2010448,1248,799,#faa
2010449,11,85,#66f
2010450,347,1009,#66f
2010451,1717,333,#f66
2010452,1310,403,#f66
2010453,346,652,#aaf
2010454,8,1505,#66f
2010455,27,920,#66f
2010456,1020,801,#faa
2010457,0,0,#ddd
2010458,51,1113,#66f
2010459,1697,387,#f66
2010460,442,1182,#66f
2010461,1866,865,#f66
2010462,789,1354,#aaf
2010463,710,1021,#aaf
2010464,967,393,#f66
2010465,1114,1008,#faa
2010466,1559,1172,#faa
2010467,180,518,#66f
2010468,497,1226,#66f
2010469,2112,519,#f66
2010470,545,198,#f66
2010471,1095,255,#f66
2010472,326,368,#aaf
2010473,953,369,#f66
2010474,1334,517,#f66
2010475,431,504,#aaf
2010476,844,584,#faa
2010477,1639,506,#f66
2010478,1863,920,#f66
2010479,1383,462,#f66
2010480,1060,395,#f66
2010481,1740,517,#f66
2010482,1946,786,#f66
2010483,1381,1167,#faa
2010484,2294,883,#f66
2010485,2517,811,#f66
2010486,2047,531,#f66
2010487,553,1221,#66f
2010488,359,636,#aaf
2010489,323,812,#66f
2010490,475,807,#aaf
2010491,680,438,#faa
2010492,827,707,#faa
2010493,812,422,#faa
2010494,155,1009,#66f
2010495,1163,417,#f66
2010496,409,628,#aaf
2010497,55,1345,#66f
2010498,521,705,#aaf
2010499,1334,450,#f66
2010500,1557,654,#f66
2010501,425,666,#aaf
2010502,1173,279,#f66
2010503,205,400,#aaf
2010504,1099,535,#f66
2010505,901,1064,#aaf
2010506,375,1841,#66f
2010507,149,777,#66f
2010508,586,1072,#aaf
2010509,1533,608,#f66
2010510,975,1145,#aaf
2010511,1,5,#66f
2010512,1197,1411,#aaf
2010513,1610,471,#f66
2010514,2075,689,#f66
2010515,1950,416,#f66
2010516,1611,1554,#faa
2010517,792,668,#faa
2010518,1502,847,#faa
2010519,1341,474,#f66
2010520,372,1986,#66f
2010521,846,821,#faa
2010522,1367,407,#f66
2010523,1354,605,#f66
2010524,561,1316,#66f
2010525,401,1543,#66f
2010526,97,221,#66f
2010528,4,44,#66f
2010529,2034,337,#f66
2010530,119,357,#66f
2010531,636,136,#f66
2010532,442,178,#f66
2010533,276,232,#faa
2010534,1733,546,#f66
2010535,63,101,#aaf
2010536,953,1491,#aaf
2010537,1684,553,#f66
2010538,10,636,#66f
2010539,46,176,#66f
2010540,453,562,#aaf
2010541,326,2230,#66f
2010542,80,1392,#66f
2010543,220,424,#aaf
2010544,15,130,#66f
2010545,1035,1082,#aaf
2010546,3,5,#aaf
2010547,1041,435,#f66
2010548,533,631,#aaf
2010549,206,1280,#66f
2010550,861,844,#faa
2010551,3365,1162,#f66
2010552,2024,389,#f66
2010553,1014,1310,#aaf
2010554,147,730,#66f
2010555,169,853,#66f
2010556,210,765,#66f
2010557,457,874,#aaf
2010558,750,1606,#66f
2010559,624,2002,#66f
2010560,95,338,#66f
2010561,896,659,#faa
2010562,33,309,#66f
2010563,1630,441,#f66
2010564,490,1325,#66f
2010565,89,409,#66f
2010566,416,1161,#66f
2010567,280,748,#66f
2010568,1612,790,#f66
2010569,1192,910,#faa
2010570,414,484,#aaf
2010571,215,419,#aaf
2010572,854,966,#aaf
2010573,13,920,#66f
2010574,22,156,#66f
2010575,33,1,#f66
2010576,46,1534,#66f
2010577,195,138,#faa
2010578,838,426,#faa
2010579,124,372,#66f
2010580,11,553,#66f
2010581,18,637,#66f
2010582,41,812,#66f
2010583,11,645,#66f
2010584,31,486,#66f
2010585,27,1190,#66f
2010586,1496,934,#faa
2010587,501,871,#aaf
2010588,1713,633,#f66
2010589,916,808,#faa
2010590,1264,332,#f66
2010591,256,581,#66f
2010592,154,491,#66f
2010593,976,1106,#aaf
2010594,444,1095,#66f
2010595,137,716,#66f
2010596,848,746,#faa
2010598,345,82,#f66
2010599,944,1765,#aaf
2010600,793,1405,#aaf
2010601,2171,661,#f66
2010602,600,238,#f66
2010603,1561,984,#faa
2010604,1664,270,#f66
2010605,776,2282,#66f
2010606,8,528,#66f
2010607,20,284,#66f
2010608,108,132,#aaf
2010609,1371,781,#faa
2010610,343,424,#aaf
2010611,32,1360,#66f
2010612,1733,500,#f66
2010613,133,658,#66f
2010614,802,1584,#aaf
2010615,787,511,#faa
2010616,1607,654,#f66
2010617,756,1342,#aaf
2010618,1256,1628,#aaf
2010619,2206,721,#f66
2010620,755,755,#ddd
2010621,299,285,#faa
2010622,1474,1010,#faa
2010623,1503,780,#faa
2010624,5,4,#faa
2010625,755,525,#faa
2010626,890,884,#faa
2010627,426,960,#66f
2010628,317,411,#aaf
2010629,22,277,#66f
2010630,208,2320,#66f
2010631,1360,493,#f66
2010632,5,14,#66f
2010633,1797,622,#f66
2010634,1092,623,#faa
2010635,1562,420,#f66
2010636,2393,320,#f66
2010637,328,874,#66f
2010638,99,1300,#66f
2010639,1206,300,#f66
2010640,1223,813,#faa
2010641,1326,752,#faa
2010642,1093,211,#f66
2010643,1192,1888,#aaf
2010644,2087,1163,#faa
2010645,1151,1319,#aaf
2010646,344,788,#66f
2010647,727,1957,#66f
2010648,1602,620,#f66
2010649,621,1570,#66f
2010650,1831,723,#f66
2010651,1971,1110,#faa
2010652,280,1394,#66f
2010654,1824,1564,#faa
2010655,2554,1418,#faa
2010656,55,1540,#66f
2010657,293,437,#aaf
2010658,1042,606,#faa
2010659,2305,869,#f66
2010660,322,3031,#66f
2010661,1390,1153,#faa
2010662,2813,601,#f66
2010663,1236,914,#faa
2010664,304,929,#66f
2010665,1131,193,#f66
2010666,0,1,#66f
2010667,1189,321,#f66
2010668,966,577,#faa
2010669,1716,680,#f66
2010670,1652,397,#f66
2010671,1082,736,#faa
2010672,2224,1082,#f66
2010673,1615,364,#f66
2010674,2169,676,#f66
2010675,0,0,#ddd
2010676,0,0,#ddd
2010677,156,367,#66f
2010678,307,145,#f66
2010679,1613,482,#f66
2010680,34,40,#aaf
2010681,0,1,#66f
2010682,1907,631,#f66
2010683,30,65,#66f
2010684,56,38,#faa
2010685,92,102,#aaf
2010686,20,60,#66f
2010687,1195,487,#f66
2010688,2002,440,#f66
2010689,531,571,#aaf
2010690,2430,613,#f66
2010691,5,6,#aaf
2010692,1278,409,#f66
2010693,109,305,#66f
2010694,373,175,#f66
2010695,488,269,#faa
2010696,615,330,#faa
2010697,548,1838,#66f
2010698,175,1558,#66f
2010699,1045,499,#f66
2010700,674,139,#f66
2010701,131,115,#faa
2010702,35,231,#66f
2010703,1005,321,#f66
2010704,1686,320,#f66
2010705,68,516,#66f
2010706,172,179,#aaf
2010707,253,155,#faa
2010708,95,98,#aaf
2010709,2535,1683,#faa
2010710,880,567,#faa
2010711,1324,824,#faa
2010712,838,1177,#aaf
2010713,583,492,#faa
2010714,56,22,#f66
2010715,373,341,#faa
2010716,1142,415,#f66
2010717,161,1000,#66f
2010718,1964,835,#f66
2010719,447,303,#faa
2010720,1890,674,#f66
2010721,1336,573,#f66
2010722,155,2333,#66f
2010723,234,823,#66f
2010724,343,149,#f66
2010725,568,695,#aaf
2010726,1258,142,#f66
2010727,334,1030,#66f
2010728,304,232,#faa
2010729,179,116,#faa
2010730,842,367,#f66
2010731,31,126,#66f
2010732,741,460,#faa
2010733,33,53,#aaf
2010734,2927,1331,#f66
2010735,9,0,#f66
2010736,0,7,#66f
2010737,22,5,#f66
2010738,85,598,#66f
2010739,669,785,#aaf
2010740,237,192,#faa
2010741,0,0,#ddd
2010742,0,0,#ddd
