CNTYVTD,Trump,Clinton,winner,population,registered,turnout,percentSpanishSurname
2910021,1610,190,Trump,4241,3164,1860,6.2
2910022,1444,475,Trump,7119,3772,1978,19.2
2910023,810,177,Trump,2813,1790,1023,13.7
2910024,442,49,Trump,1660,972,509,5
2910025,476,59,Trump,1378,956,553,6.6
2910026,1060,214,Trump,5241,2546,1315,15.8
2910027,167,22,Trump,520,328,196,9.1
2910028,363,24,Trump,1292,756,397,4.6
2910029,612,70,Trump,2215,1158,706,5.9
2910030,581,269,Trump,2181,1490,878,5.8
2930101,754,226,Trump,3331,1755,1016,8.1
2930102,356,35,Trump,876,645,400,3.9
2930103,359,58,Trump,920,726,431,5.8
2930104,394,62,Trump,829,670,470,1.5
2930201,185,117,Trump,1263,656,314,7.9
2930202,66,221,Clinton,1707,742,295,10.8
2930203,47,73,Clinton,304,239,123,4.2
2930204,255,51,Trump,839,476,314,4.4
2930205,164,97,Trump,1116,556,277,12.8
2930206,205,32,Trump,581,391,249,4.1
2930301,633,182,Trump,2391,1575,842,8.6
2930302,253,71,Trump,1467,611,338,11.3
2930303,108,10,Trump,287,188,120,9.6
2930304,381,66,Trump,1162,746,460,6.4
2930305,171,28,Trump,492,285,202,1.8
2930401,473,331,Trump,3471,1700,836,12.3
2930402,274,29,Trump,661,452,308,1.3
2930403,183,20,Trump,560,342,209,2
2930404,240,29,Trump,471,403,281,3
2930405,177,27,Trump,409,318,211,4.1
2930406,118,13,Trump,247,186,132,0.5
2950106,179,18,Trump,819,351,202,31.1
2950202,110,7,Trump,232,159,119,5.7
2950303,265,26,Trump,621,437,303,3.2
2950308,99,10,Trump,227,175,117,6.3
2950404,209,43,Trump,526,402,268,3.7
2950409,66,9,Trump,286,150,80,32
2970001,251,35,Trump,731,414,288,17.4
2970002,508,93,Trump,1318,932,619,12.6
2970003,261,170,Trump,1657,937,444,61.4
2970004,448,89,Trump,1266,935,550,29
2970005,164,15,Trump,336,265,181,15.5
2970006,138,23,Trump,263,239,164,28.5
2970007,16,5,Trump,80,42,21,31
2970008,82,6,Trump,149,139,88,28.1
2970009,381,136,Trump,1910,1145,531,46
2970010,247,36,Trump,700,512,291,33.4
2970011,54,4,Trump,1048,86,59,4.7
2970012,81,7,Trump,153,146,90,22.6
2970013,298,19,Trump,585,453,326,8.2
2970014,535,104,Trump,1335,1015,650,23.2
2990101,180,32,Trump,370,315,223,6.3
2990102,309,67,Trump,643,500,395,2.6
2990108,515,150,Trump,998,877,695,2.6
2990109,1815,382,Trump,2804,2909,2295,3
2990203,1151,221,Trump,2851,2117,1439,3.9
2990204,464,124,Trump,1000,811,618,1.5
2990205,355,97,Trump,931,693,467,2.9
2990307,1498,370,Trump,4833,3150,1982,5.1
2990410,2012,382,Trump,4871,3782,2516,5.5
3010001,13,1,Trump,26,27,18,14.8
3010002,12,0,Trump,7,27,13,51.9
3010003,21,1,Trump,28,37,23,10.8
3010004,11,2,Trump,21,19,12,0
3030001,594,734,Clinton,5762,2901,1413,56
3030002,475,473,Trump,3798,2107,989,53.8
3030003,316,762,Clinton,6054,2885,1161,69
3030004,88,333,Clinton,2782,1314,436,79.8
3030005,106,245,Clinton,1588,681,376,76.4
3030006,53,589,Clinton,3176,1825,658,23.1
3030007,1069,315,Trump,3451,2209,1452,15.2
3030008,498,397,Trump,4028,1641,987,14.4
3030009,1057,530,Trump,3281,2478,1685,9.1
3030010,179,252,Clinton,2702,1220,491,25.3
3030012,873,297,Trump,2468,1773,1255,9.8
3030013,673,346,Trump,3869,1869,1093,17.2
3030014,379,239,Trump,2257,1193,681,22
3030015,503,530,Clinton,2417,1652,1121,8.9
3030016,355,263,Trump,1915,1121,677,12.6
3030017,152,223,Clinton,2443,1052,412,45
3030018,310,318,Clinton,2431,1299,689,28.9
3030019,214,542,Clinton,6393,2456,795,62.5
3030020,33,503,Clinton,2914,1404,559,12
3030021,578,359,Trump,4237,2113,1001,31
3030022,760,330,Trump,3438,2079,1170,22.6
3030023,510,275,Trump,2225,1327,841,17.1
3030024,491,408,Trump,4514,1977,974,28.4
3030025,323,390,Clinton,4568,1954,756,54.5
3030026,401,581,Clinton,6173,2914,1017,66.5
3030027,882,652,Trump,6615,3374,1684,23.9
3030028,1015,448,Trump,4284,2524,1575,19.9
3030029,513,417,Trump,4963,2177,976,43.4
3030030,1035,468,Trump,4972,2771,1584,22.3
3030031,756,153,Trump,2192,1486,938,20.1
3030033,1701,289,Trump,4626,3293,2078,21.5
3030034,249,62,Trump,2224,639,319,30.7
3030035,331,72,Trump,885,600,415,14.8
3030036,895,300,Trump,3691,2118,1237,28.4
3030038,332,306,Trump,3163,1598,664,49.1
3030039,1037,186,Trump,2670,1810,1275,12.8
3030040,32,336,Clinton,1960,1266,377,37
3030041,1145,274,Trump,3724,2285,1463,32.2
3030043,287,34,Trump,984,573,328,21.1
3030044,620,153,Trump,2229,1336,790,25.7
3030045,207,48,Trump,707,427,262,31.9
3030046,1527,218,Trump,4300,2765,1803,18.5
3030047,947,435,Trump,4514,2564,1493,19.6
3030049,365,274,Trump,2830,1115,700,18.7
3030050,347,290,Trump,3195,968,700,15.2
3030051,66,48,Trump,312,260,123,40.8
3030052,1284,366,Trump,3268,2703,1756,19.9
3030053,933,499,Trump,6676,2994,1559,28.4
3030054,1752,423,Trump,3826,3108,2260,8.3
3030056,213,53,Trump,1015,498,279,20.9
3030057,863,338,Trump,2384,2037,1269,21.2
3030058,643,223,Trump,2014,1440,925,13.4
3030059,898,483,Trump,5449,2745,1504,25.6
3030060,652,177,Trump,1583,1178,861,9.1
3030062,1136,333,Trump,3845,2382,1565,13.7
3030063,40,25,Trump,339,150,68,34.7
3030064,0,0,,13,0,0,0
3030065,334,131,Trump,2266,1070,480,35.2
3030066,1387,326,Trump,3117,2437,1775,6.8
3030067,867,363,Trump,3494,2122,1295,24.7
3030069,5,2,Trump,7,24,7,37.5
3030072,1122,463,Trump,5250,2868,1695,24.7
3030075,678,153,Trump,1413,1131,872,8.2
3030076,697,255,Trump,2875,1630,1004,22.1
3030078,1409,296,Trump,2400,2324,1781,7.4
3030092,158,49,Trump,743,377,213,22.3
3030096,0,0,,0,0,0,0
3030102,277,26,Trump,684,478,313,8.8
3030104,438,65,Trump,730,684,520,9.1
3030109,1489,290,Trump,2131,2372,1854,7.6
3030110,1810,369,Trump,2695,2903,2272,5.5
3030111,563,99,Trump,1047,940,683,8.4
3030112,161,13,Trump,329,234,188,6.4
3030113,549,376,Trump,2943,1718,997,28.1
3030114,156,238,Clinton,1495,794,412,55.8
3030117,33,1,Trump,60,47,36,2.1
3030118,668,298,Trump,2899,1759,1038,25.1
3030119,888,550,Trump,5104,2780,1539,35.1
3030120,1596,285,Trump,5053,3184,1972,21.9
3030121,1422,217,Trump,3003,2545,1708,12.5
3030122,556,178,Trump,1720,1179,773,17.6
3030123,891,271,Trump,2716,1833,1224,11.1
3030124,981,249,Trump,2522,1871,1293,11.8
3030125,1124,320,Trump,3063,2187,1519,12.6
3030126,663,270,Trump,2692,1596,993,17.8
3030127,1277,399,Trump,4022,2601,1755,11.9
3030128,1105,216,Trump,2304,1865,1383,6.9
3030129,1587,449,Trump,3176,3082,2161,12.2
3030131,0,1,Clinton,2,2,1,0
3030132,0,0,,0,0,0,0
3030135,101,9,Trump,149,174,128,17.8
3030138,120,18,Trump,329,195,143,9.2
3030140,1795,369,Trump,2922,3013,2268,13.2
3030141,1134,455,Trump,4361,2698,1690,22.6
3030142,43,15,Trump,287,132,61,28
3030148,0,0,,0,0,0,0
3030151,595,105,Trump,1534,1148,721,22.5
3030152,381,243,Trump,2431,1122,663,13.7
3030153,79,466,Clinton,3002,1686,563,37.1
3030154,1392,361,Trump,3888,2803,1872,13.9
3030155,1427,147,Trump,3637,2214,1636,9.4
3050002,179,40,Trump,689,414,230,42.8
3050003,221,78,Trump,950,691,312,54.4
3050004,294,32,Trump,630,471,347,22.3
3050005,15,2,Trump,74,45,14,17.8
3050006,186,53,Trump,681,445,246,31
3050007,29,0,Trump,79,41,29,9.8
3050008,21,2,Trump,116,57,20,7
3050009,213,43,Trump,482,405,262,17.3
3050010,1,0,Trump,80,14,1,7.1
3050011,49,3,Trump,124,86,48,16.3
3050012,55,31,Trump,455,244,87,55.7
3050013,79,9,Trump,237,130,91,12.3
3050014,66,71,Clinton,732,466,144,71
3070101,722,116,Trump,1826,1311,875,12.1
3070102,95,15,Trump,271,175,111,25.7
3070202,98,17,Trump,153,139,120,2.2
3070301,581,102,Trump,1715,1202,718,18.5
3070302,160,14,Trump,322,246,179,10.6
3070401,335,62,Trump,1410,776,411,24.2
3070402,199,17,Trump,442,320,222,4.4
3070403,92,12,Trump,212,131,105,3.8
3090001,56,89,Clinton,1126,398,169,16.6
3090002,43,139,Clinton,1351,603,202,35.5
3090003,421,681,Clinton,10058,2647,1325,11.1
3090004,28,42,Clinton,95,199,84,7
3090005,75,270,Clinton,2649,959,359,70.6
3090006,65,223,Clinton,2801,892,303,79.6
3090007,224,437,Clinton,3795,1682,733,26.6
3090008,234,322,Clinton,2700,1241,622,22.8
3090009,94,263,Clinton,2761,1031,403,29.9
3090010,86,726,Clinton,5066,2260,848,23.7
3090011,922,424,Trump,2345,2002,1455,5.9
3090012,80,1426,Clinton,6274,3453,1544,4.3
3090013,32,29,Trump,48,158,71,10.8
3090014,74,602,Clinton,3858,1653,696,8.3
3090015,102,44,Trump,367,252,153,14.7
3090016,257,85,Trump,855,652,373,10
3090017,258,227,Trump,1340,859,510,16.5
3090018,104,151,Clinton,1896,603,311,9.6
3090019,1334,562,Trump,3923,2841,2034,9.5
3090020,49,156,Clinton,1000,512,219,20.5
3090021,106,166,Clinton,1486,508,307,12.6
3090022,70,131,Clinton,1039,501,215,26.5
3090023,1655,572,Trump,3685,3139,2391,4.4
3090024,311,148,Trump,1488,801,472,3.2
3090025,248,453,Clinton,4367,1854,749,44.9
3090026,75,148,Clinton,1258,564,236,42.2
3090027,84,328,Clinton,2503,1096,438,26.3
3090028,345,299,Trump,1657,1090,711,12.8
3090029,187,212,Clinton,1827,881,439,14.6
3090030,533,463,Trump,3133,1892,1082,18.8
