CNTYVTD,Trump,Clinton,winner,population,registered,turnout,percentSpanishSurname
2070004,121,28,Trump,454,278,154,16.9
2070005,150,39,Trump,653,378,193,18.8
2070006,158,30,Trump,597,373,192,16.9
2070007,47,2,Trump,192,113,51,23.9
2070008,56,20,Trump,200,132,80,16.7
2070009,93,20,Trump,392,234,114,3
2070010,73,13,Trump,226,137,89,11.7
2090110,486,473,Trump,1980,1688,1050,39.1
2090111,290,364,Clinton,391,329,718,19.1
2090112,262,680,Clinton,3464,2424,1074,52.9
2090113,604,1416,Clinton,6267,4559,2239,44.8
2090120,583,1603,Clinton,9807,5994,2439,35.6
2090125,467,649,Clinton,4752,2280,1217,40.8
2090127,1249,1381,Clinton,6748,5067,2862,35.7
2090129,974,1386,Clinton,7653,4609,2579,35.6
2090221,1227,1239,Clinton,5191,4178,2732,19.7
2090223,491,627,Clinton,3596,2365,1203,46.9
2090224,2164,1759,Trump,5156,6114,4347,19.5
2090225,619,362,Trump,1747,1506,1052,18.5
2090226,957,800,Trump,3353,2738,1915,14.6
2090228,1537,2016,Clinton,8561,6487,3854,36.8
2090229,262,499,Clinton,6306,2127,837,54.1
2090230,518,401,Trump,1868,1351,1016,9.5
2090232,821,436,Trump,2320,1908,1348,15.1
2090234,212,258,Clinton,2661,1043,512,41.1
2090236,405,241,Trump,527,866,699,8.3
2090238,2,0,Trump,0,2,2,0
2090301,0,0,,0,0,0,0
2090315,1074,691,Trump,3776,3140,1936,13.9
2090316,313,302,Trump,1347,1358,681,21.9
2090317,69,140,Clinton,764,494,241,40.1
2090318,14,24,Clinton,143,109,47,22
2090330,229,527,Clinton,2520,1731,902,16.3
2090332,628,1119,Clinton,4868,4044,1993,17.4
2090333,1559,1064,Trump,4186,3790,2812,5.6
2090334,390,920,Clinton,4299,3686,1406,26.3
2090335,1242,819,Trump,3986,3200,2217,5.7
2090336,892,1108,Clinton,5065,4322,2298,17.7
2090337,2057,1187,Trump,5343,4811,3495,5.6
2090339,483,213,Trump,1162,1085,758,7.9
2090413,92,290,Clinton,1624,1089,424,30.3
2090414,151,487,Clinton,2571,1684,719,29.3
2090415,294,758,Clinton,2371,2701,1174,29.5
2090416,24,32,Clinton,470,156,63,39.1
2090417,330,309,Trump,562,1017,692,25.6
2090418,2,2,,83,10,4,90
2090419,566,451,Trump,2508,1751,1111,29.2
2090420,256,187,Trump,1081,729,471,27.6
2090440,823,459,Trump,2321,1923,1386,4.6
2090442,898,816,Trump,2380,2557,1871,6.7
2090443,1950,1342,Trump,4189,4725,3628,8
2090444,2235,1489,Trump,6731,5591,4064,5.1
2090447,597,541,Trump,2991,2277,1263,17
2090449,1228,654,Trump,3915,2938,2046,7.4
2110101,305,49,Trump,937,507,373,14.2
2110201,310,43,Trump,943,570,378,14.7
2110202,22,0,Trump,31,25,22,4
2110301,390,44,Trump,763,575,448,9.6
2110302,36,0,Trump,49,46,36,0
2110303,76,9,Trump,127,106,88,0
2110401,246,26,Trump,815,419,286,16.9
2110402,77,10,Trump,142,118,90,3.4
2130002,272,83,Trump,1231,621,372,12.4
2130003,212,552,Clinton,3720,1752,804,16.1
2130004,1553,424,Trump,4873,3145,2115,6.1
2150001,47,243,Clinton,2548,674,301,91.7
2150002,298,591,Clinton,4291,2017,928,80.8
2150003,101,449,Clinton,1935,1282,581,93.8
2150004,498,1580,Clinton,7587,4006,2187,87.7
2150005,111,768,Clinton,3951,1799,920,93.3
2150006,382,552,Clinton,3487,1771,993,65.2
2150007,594,1029,Clinton,6860,3224,1729,71
2150008,366,475,Clinton,2746,1526,895,56.2
2150009,561,973,Clinton,4659,2731,1612,83.6
2150010,269,801,Clinton,4971,2476,1106,88.8
2150011,155,820,Clinton,3483,1755,1021,91.9
2150012,46,121,Clinton,293,273,178,91.2
2150013,639,1103,Clinton,6462,3152,1851,74
2150014,173,480,Clinton,1927,1237,688,84.6
2150015,72,166,Clinton,1575,537,246,83.6
2150016,203,1279,Clinton,3207,2609,1555,92.4
2150017,164,682,Clinton,1439,1322,907,95.5
2150018,36,82,Clinton,891,309,122,92.6
2150019,47,58,Clinton,331,143,108,75.5
2150020,52,320,Clinton,1239,657,394,90.9
2150021,35,119,Clinton,941,367,158,92.4
2150022,62,290,Clinton,1664,932,371,92.6
2150023,246,718,Clinton,4195,1943,1018,81.2
2150024,43,21,Trump,224,97,66,45.4
2150025,446,791,Clinton,4676,2171,1289,62.6
2150026,73,332,Clinton,2406,1070,416,86.9
2150027,65,341,Clinton,2152,1088,420,92.9
2150028,286,697,Clinton,6036,2356,1028,81.4
2150029,136,220,Clinton,1161,658,371,64.3
2150030,419,1120,Clinton,7553,3165,1646,85.6
2150031,240,441,Clinton,3270,1400,720,79.4
2150032,275,769,Clinton,3544,1929,1096,87.8
2150033,187,573,Clinton,2480,1077,810,84.4
2150034,139,328,Clinton,1659,840,490,80.8
2150035,386,1099,Clinton,7306,3140,1570,86.5
2150036,402,1312,Clinton,6377,3551,1798,90.6
2150037,133,270,Clinton,2342,936,430,76.2
2150038,635,947,Clinton,5108,2946,1674,71.8
2150039,133,724,Clinton,4744,1911,902,92.3
2150040,142,880,Clinton,6821,2628,1052,93.5
2150041,212,922,Clinton,9921,2880,1193,93.3
2150042,383,925,Clinton,5060,2900,1374,88.7
2150043,420,1274,Clinton,11019,3834,1773,92.4
2150044,59,333,Clinton,3241,971,413,91.1
2150045,293,478,Clinton,1892,1259,798,67.7
2150046,21,82,Clinton,642,221,113,83.7
2150047,148,552,Clinton,4367,1889,725,92.3
2150048,238,1114,Clinton,6910,3249,1414,93.3
2150049,294,879,Clinton,5658,2674,1227,86.5
2150050,237,872,Clinton,4778,1918,1165,94.6
2150051,113,958,Clinton,4002,1675,1129,94.6
2150052,747,1225,Clinton,4024,3087,2090,72.6
2150053,634,1715,Clinton,10390,5051,2474,88.5
2150054,313,338,Clinton,1813,1112,690,65.2
2150055,256,982,Clinton,3996,2706,1313,90.7
2150056,292,1001,Clinton,4682,2844,1344,91.6
2150057,87,317,Clinton,2455,925,416,89.8
2150058,345,886,Clinton,5990,2606,1286,90.6
2150059,185,768,Clinton,4938,2023,993,93.6
2150060,342,847,Clinton,6246,2605,1257,83.5
2150061,216,733,Clinton,5388,2389,980,91
2150062,925,915,Trump,4898,2921,1936,54.2
2150063,79,207,Clinton,1479,658,305,84
2150064,112,601,Clinton,7410,1802,744,93.3
2150065,143,317,Clinton,2384,908,487,72.8
2150066,167,403,Clinton,2497,1328,616,85.4
2150067,404,589,Clinton,3041,1840,1069,68.5
2150068,347,896,Clinton,8785,2776,1312,88.1
2150069,304,838,Clinton,9832,2720,1185,89.4
2150070,150,441,Clinton,4724,1454,615,94.7
2150072,214,422,Clinton,2080,1179,672,76.5
2150073,762,786,Clinton,4265,2435,1631,55.4
2150074,139,208,Clinton,899,608,361,71.1
2150075,22,17,Trump,256,67,39,65.7
2150076,12,2,Trump,55,22,15,22.7
2150077,216,573,Clinton,3125,1482,824,78.1
2150078,172,681,Clinton,4501,1712,902,92.1
2150079,85,415,Clinton,4473,1125,523,90.9
2150080,52,356,Clinton,2482,750,427,94.9
2150081,903,1550,Clinton,8574,4453,2586,77.3
2150082,2,4,Clinton,39,8,6,100
2150083,906,980,Clinton,4876,2983,1968,66.6
2150084,135,273,Clinton,1177,788,430,79.7
2150085,346,1136,Clinton,7136,3258,1554,91.4
2150086,128,211,Clinton,1008,557,354,81.9
2150087,264,999,Clinton,11290,2901,1350,89.9
2150088,337,1322,Clinton,11071,3922,1742,92.8
2150089,3,3,,65,7,6,57.1
2150090,366,1937,Clinton,6027,4695,2398,92.4
2150091,115,292,Clinton,2296,861,425,90
2150092,15,70,Clinton,791,190,90,86.3
2150093,56,45,Trump,351,159,108,39.6
2150094,211,692,Clinton,6331,2659,940,90.4
2150095,225,1335,Clinton,8941,4004,1622,91.9
2150096,638,822,Clinton,4755,2479,1553,58.6
2150098,431,1200,Clinton,7107,3813,1711,91.4
2150099,385,1518,Clinton,17912,4550,1989,90.6
2150100,330,1070,Clinton,5207,2563,1475,86.9
2150101,298,254,Trump,1686,933,575,68.5
2150102,325,243,Trump,1707,915,595,27.7
2150103,645,860,Clinton,5008,2649,1584,74.4
2150104,248,726,Clinton,7093,2169,1015,89.2
2150105,459,988,Clinton,5298,2638,1528,82.8
2150106,890,1507,Clinton,6571,4019,2526,74.1
2150107,329,858,Clinton,4594,2399,1255,82.9
2150108,181,851,Clinton,4612,2307,1073,91.2
2150109,312,1002,Clinton,8402,3057,1414,80.4
2150110,114,322,Clinton,3123,1012,458,88.7
2150111,449,764,Clinton,4384,2303,1287,75
2150112,147,689,Clinton,3098,1875,879,92.1
2150113,568,1119,Clinton,6942,3334,1807,78.5
2150114,902,998,Clinton,5713,3128,1997,62.2
2150115,319,1086,Clinton,6336,3363,1472,91.3
2150116,259,536,Clinton,3855,1677,832,76.5
2150117,271,1398,Clinton,9851,3803,1754,92.5
2150118,245,637,Clinton,3281,1569,929,86.6
2150119,97,413,Clinton,1992,928,538,91.6
2150120,258,844,Clinton,3848,2308,1173,90
2150121,24,44,Clinton,148,114,73,78.1
2150122,136,962,Clinton,5495,2109,1162,92.9
2150123,155,334,Clinton,1889,847,517,73.1
2150124,334,398,Clinton,2192,1282,782,60.2
2150125,101,318,Clinton,2905,841,429,90.4
2150126,247,522,Clinton,2788,1380,800,70.2
2150127,95,443,Clinton,2319,1092,564,93.9
2150128,174,717,Clinton,4981,2049,925,93.3
2150129,46,42,Trump,240,151,98,62.9
2150130,174,314,Clinton,2783,1003,519,82.1
2150131,4,10,Clinton,38,32,14,87.5
2150132,86,398,Clinton,1804,1211,504,94.5
2150133,10,24,Clinton,298,63,34,88.9
2150134,644,622,Trump,4313,2164,1342,51.3
2150135,318,509,Clinton,3091,1597,892,64.7
2150136,361,508,Clinton,2514,1630,919,69.4
2150137,7,12,Clinton,157,28,19,60.7
2150138,32,146,Clinton,1399,541,189,93.5
2150139,51,154,Clinton,1188,496,214,80.6
2150140,2,4,Clinton,28,13,6,84.6
2150141,5,27,Clinton,44,57,34,64.9
2150142,5,15,Clinton,144,48,20,93.8
2150143,0,2,Clinton,108,2,2,100
2150144,12,14,Clinton,137,49,28,83.7
2150145,102,325,Clinton,2068,864,453,93.6
2150146,93,720,Clinton,5898,1895,858,92.7
2150147,15,19,Clinton,185,98,39,64.3
2150148,4,35,Clinton,387,98,44,74.5
2150149,5,35,Clinton,146,98,42,90.8
2150150,156,331,Clinton,2286,947,510,67.2
2150151,38,147,Clinton,1026,399,194,92.7
2150152,378,628,Clinton,3440,1703,1069,76.3
2150153,25,84,Clinton,570,204,113,94.6
2150154,233,690,Clinton,5885,2064,968,89.2
2150155,65,165,Clinton,1241,442,237,88
2150156,181,804,Clinton,4373,2370,1025,92.4
2150157,126,366,Clinton,2862,924,523,91.9
2150158,353,851,Clinton,5446,2597,1262,90.6
2150159,32,177,Clinton,1748,489,219,95.5
2150160,61,49,Trump,198,191,113,20.9
2150161,276,685,Clinton,3861,1833,1017,79.8
2150162,26,35,Clinton,565,152,66,75
2150163,30,40,Clinton,459,157,76,80.3
2150164,393,519,Clinton,2924,1572,963,64.1
2150165,169,207,Clinton,1454,644,394,75.8
2150166,93,153,Clinton,1059,466,263,78.3
2150167,166,139,Trump,890,517,322,66
2150168,96,106,Clinton,400,302,211,46
2150169,58,164,Clinton,1831,325,236,93.5
2150170,57,237,Clinton,1688,641,306,94.4
2150171,2,10,Clinton,56,18,13,88.9
2150172,6,13,Clinton,168,41,20,75.6
2150173,250,367,Clinton,3657,1261,643,66.5
2150174,59,325,Clinton,2390,835,409,93.1
2150175,142,403,Clinton,2407,939,583,89
2150176,129,361,Clinton,3626,1092,524,84.1
2150178,10,9,Trump,63,25,19,52
2150179,34,121,Clinton,1212,341,159,93.5
2150180,15,45,Clinton,412,121,64,84.3
2150181,361,169,Trump,998,815,550,18.5
2150182,38,216,Clinton,4004,719,262,88.6
2150183,42,152,Clinton,1516,540,208,93.7
2150184,13,6,Trump,57,33,20,24.2
2150185,0,1,Clinton,0,0,1,0
2150186,26,108,Clinton,307,259,137,89.6
2150187,314,726,Clinton,6025,2131,1079,73.6
2150188,428,605,Clinton,4592,1980,1085,55.8
2150189,101,383,Clinton,5588,1151,504,91.1
2150190,84,137,Clinton,718,390,229,61.3
2150191,66,144,Clinton,755,366,223,91
2150192,44,124,Clinton,1120,411,178,88.8
2150193,30,124,Clinton,644,280,162,77.9
2150195,229,199,Trump,1659,715,449,47
2150196,191,259,Clinton,1743,813,461,56.1
2150197,26,245,Clinton,3900,734,282,92.1
2150199,518,649,Clinton,3785,2095,1242,68.7
2150200,480,787,Clinton,3495,2062,1342,68.9
2150201,302,316,Clinton,1707,926,647,68.3
2150202,226,194,Trump,1585,720,438,40.7
2150203,584,1205,Clinton,6721,3219,1883,63.2
2150204,103,172,Clinton,1264,633,293,73.1
2150205,22,73,Clinton,914,234,102,92.3
2150206,163,374,Clinton,2347,1048,565,82.3
2150207,499,760,Clinton,3290,2157,1328,68.9
2150209,77,224,Clinton,4045,775,312,88.4
2150210,27,97,Clinton,820,314,129,94.6
2150211,127,337,Clinton,2775,1108,482,89.7
2150212,110,106,Trump,596,355,223,66.8
2150213,21,58,Clinton,566,156,81,84
2150215,157,376,Clinton,2643,1008,558,66.1
2150216,199,570,Clinton,3282,1657,803,90.3
2150217,15,58,Clinton,594,187,75,95.2
2150218,78,206,Clinton,1589,675,295,90.8
2150219,88,324,Clinton,3469,1025,431,91.6
2150220,80,204,Clinton,1326,557,298,85.6
2150221,184,342,Clinton,2777,1032,558,87.5
2150222,7,6,Trump,22,14,14,50
2150223,84,94,Clinton,159,250,188,66.4
2150224,67,54,Trump,265,172,138,47.7
2150225,32,105,Clinton,730,283,142,91.9
2150226,7,15,Clinton,16,43,22,86
2150227,145,1113,Clinton,9581,3260,1313,92.3
2150228,292,2083,Clinton,7775,3988,2517,90.5
2150229,89,327,Clinton,3414,1092,442,92.3
2150230,96,128,Clinton,799,370,235,79.5
2150231,60,92,Clinton,865,316,161,65.2
2150232,106,379,Clinton,2583,978,514,91.5
2150233,0,2,Clinton,9,10,2,90
2150234,171,1026,Clinton,3536,2303,1272,87.5
2150235,82,73,Trump,526,256,163,59.4
2150236,175,145,Trump,1004,535,338,66.7
2150237,67,339,Clinton,2422,771,426,93.3
2150238,21,21,,116,68,45,86.8
2150239,336,573,Clinton,5997,1844,951,81.7
2150240,93,234,Clinton,1742,668,347,88.8
2150241,24,98,Clinton,3120,416,129,89.2
2150242,5,11,Clinton,52,30,16,86.7
2150243,18,23,Clinton,108,60,42,80
2150244,93,229,Clinton,1645,635,337,87.6
2150246,0,2,Clinton,19,5,2,100
2150247,20,42,Clinton,373,127,66,77.2
2150248,5,18,Clinton,89,47,23,80.9
2150249,53,118,Clinton,930,331,181,83.4
2150250,6,45,Clinton,456,102,53,87.3
2150251,3,7,Clinton,28,10,10,20
2150252,6,3,Trump,15,9,9,22.2
2150253,59,140,Clinton,908,412,207,86.2
2150254,17,40,Clinton,874,223,62,85.2
2150255,43,74,Clinton,466,201,124,63.7
2150256,21,104,Clinton,3105,367,131,91.8
2150257,27,185,Clinton,867,375,220,95.2
2170002,437,134,Trump,1978,1137,600,15.2
2170003,288,306,Clinton,4269,1651,631,25.9
2170004,999,329,Trump,3524,2370,1389,10.5
2170005,303,47,Trump,789,554,359,6
2170006,216,35,Trump,530,402,256,5.5
2170007,318,51,Trump,738,545,379,5
2170008,178,33,Trump,475,345,220,6.7
2170009,207,67,Trump,949,555,288,18.2
2170010,734,245,Trump,3208,1918,1008,14.8
2170012,388,70,Trump,1014,817,478,9.7
2170013,1349,276,Trump,4439,2940,1675,6
2170014,588,58,Trump,1373,1029,664,5.1
2170015,198,36,Trump,688,449,241,10.7
2170016,181,44,Trump,552,391,229,6.9
2170018,95,10,Trump,320,200,109,5
2170019,198,43,Trump,672,405,251,7.4
2170020,508,87,Trump,1612,1006,610,2.6
2170021,956,199,Trump,2288,1893,1192,4
2170022,825,173,Trump,2228,1669,1034,3.5
2170023,224,76,Trump,710,454,308,6.6
2170024,558,155,Trump,1862,1361,737,2.7
2170027,360,73,Trump,871,734,455,4.9
2190011,404,55,Trump,889,746,477,14.1
2190014,391,41,Trump,1042,783,455,28.6
2190015,232,28,Trump,925,491,267,16.3
2190016,1048,152,Trump,2873,1849,1260,17.7
2190021,859,204,Trump,4192,2374,1118,41.3
2190024,479,76,Trump,1596,1038,575,36.4
2190032,635,231,Trump,3944,2142,906,48.2
2190033,56,5,Trump,178,104,62,20.2
2190035,58,29,Trump,371,166,95,31.3
2190036,106,76,Trump,1237,587,196,67
2190043,170,19,Trump,520,311,193,22.5
2190044,358,119,Trump,1433,878,491,36.6
2190046,294,51,Trump,940,632,358,23.6
2210001,626,123,Trump,1704,1219,776,6.3
2210002,1867,363,Trump,5265,3459,2326,7.1
2210003,1490,291,Trump,3773,2769,1853,6
2210004,1242,250,Trump,3795,2279,1549,8.7
2210005,1382,234,Trump,2965,2050,1662,3.6
2210007,636,92,Trump,1193,765,758,4.2
2210008,1442,254,Trump,3061,2684,1763,4.7
2210009,2168,396,Trump,5229,3939,2699,5
2210010,2388,445,Trump,5388,4234,2969,3.6
2210011,853,149,Trump,2682,1595,1037,10
2210012,883,169,Trump,2659,1638,1088,6.7
2210013,1628,307,Trump,3550,3093,2023,3.8
2210014,1690,374,Trump,4222,3089,2164,5.6
2210015,232,36,Trump,647,362,273,7.7
2210016,2855,525,Trump,5049,5106,3537,2.1
2230001,1051,281,Trump,2925,2182,1386,5.2
2230002,667,197,Trump,2583,1566,904,6.8
2230003,791,245,Trump,3141,1892,1081,6.2
2230004,703,96,Trump,2121,1275,842,6.5
2230005,280,44,Trump,953,536,332,5.2
2230008,148,36,Trump,422,294,190,5.1
2230011,384,69,Trump,1220,793,464,2.8
2230012,185,32,Trump,376,291,230,1.4
2230013,434,104,Trump,1779,965,559,8.6
2230014,513,80,Trump,1940,1030,617,6
2230016,581,78,Trump,1426,1019,683,2.7
2230017,604,110,Trump,1739,1187,751,5.4
2230020,305,49,Trump,864,561,366,3
2230023,174,20,Trump,397,334,203,3
2230024,406,58,Trump,943,701,483,3.4
2230025,216,26,Trump,500,368,250,10.1
2230036,521,72,Trump,1322,929,616,4.1
2250001,590,185,Trump,2145,1245,790,5.7
2250002,676,217,Trump,2357,1432,911,3
2250003,704,230,Trump,2732,1492,956,4
2250004,852,278,Trump,3096,1779,1155,5.8
2250005,492,159,Trump,1903,1043,662,2.4
2250006,507,159,Trump,1748,1086,677,1.7
2250007,396,121,Trump,1390,845,527,1.8
2250008,170,55,Trump,430,354,228,1.1
2250009,200,66,Trump,563,422,270,2.1
2250010,125,40,Trump,411,271,171,2.6
2250011,48,15,Trump,203,106,64,0
2250012,61,18,Trump,175,131,81,3.1
2250014,253,83,Trump,367,523,351,4.2
2250015,107,34,Trump,384,232,146,0.9
2250016,109,32,Trump,419,237,147,3
2250017,134,40,Trump,2910,292,177,3.1
2250018,70,21,Trump,194,148,87,3.4
2250019,313,98,Trump,1002,662,416,2.1
2250020,104,33,Trump,361,225,138,1.8
2250021,149,47,Trump,525,320,196,1.9
2250022,145,47,Trump,417,306,203,3.6
2270011,240,225,Trump,4091,1501,496,56.8
2270012,104,96,Trump,1231,664,213,70.6
2270013,83,79,Trump,6143,518,175,25.5
2270014,35,32,Trump,345,203,80,35
2270016,21,20,Trump,312,127,44,42.5
2270024,199,53,Trump,481,430,264,7
2270025,546,145,Trump,1692,1193,726,18.5
2270026,326,77,Trump,1398,714,410,31
2270032,46,12,Trump,360,126,55,32.5
2270033,616,186,Trump,2687,1548,845,27.5
2270034,576,172,Trump,2742,1483,764,21.5
2270035,126,40,Trump,509,321,176,26.2
2270037,0,0,,0,0,0,0
2270042,236,82,Trump,1613,823,312,42.3
2270045,249,98,Trump,1394,824,369,20.8
2270046,279,107,Trump,1939,914,427,39.9
2270103,119,20,Trump,233,277,150,21.7
2270104,63,8,Trump,270,156,66,15.4
2270105,0,0,,0,0,0,0
2270205,776,58,Trump,1481,1237,851,5.4
2270207,507,56,Trump,1447,916,581,7.8
2270208,84,5,Trump,210,159,95,11.3
2270209,0,0,,0,0,0,0
2270304,264,38,Trump,839,555,316,18
2270404,318,55,Trump,850,678,390,20.1
2270405,145,19,Trump,645,319,164,22.3
2270408,38,2,Trump,74,59,41,8.5
2270409,274,25,Trump,864,560,309,14.6
2290001,144,93,Trump,643,528,250,43.2
2290002,151,99,Trump,1538,537,270,81.9
2290004,96,61,Trump,610,377,156,34.7
2310101,583,134,Trump,1661,1102,757,2.6
2310102,634,133,Trump,2006,1325,796,3.2
2310103,387,63,Trump,897,636,461,3.1
2310104,494,71,Trump,1275,839,589,7.6
2310105,305,123,Trump,1677,840,466,13.8
2310106,644,313,Trump,4327,1936,1030,7
2310107,1211,419,Trump,4171,2802,1753,6.9
2310108,578,248,Trump,3412,1670,890,10.4
2310109,581,100,Trump,1809,1133,717,6.1
2310210,350,84,Trump,1119,733,444,10.9
2310211,319,68,Trump,803,568,413,7
2310212,479,143,Trump,1911,1139,663,8.3
2310213,525,56,Trump,1190,849,604,4.5
2310214,1516,248,Trump,5335,3170,1835,4.5
2310215,2641,403,Trump,6820,5033,3208,7.7
2310216,1087,205,Trump,2635,2001,1350,6.5
2310217,843,142,Trump,2021,1482,1126,4.3
2310318,414,51,Trump,976,714,484,3.8
2310319,877,137,Trump,2572,1687,1060,2.8
2310320,987,203,Trump,4407,2522,1232,3.7
2310321,616,135,Trump,2307,1369,782,3.9
2310322,450,114,Trump,2339,1208,604,6.6
2310323,1396,243,Trump,3416,2487,1709,4.1
2310324,943,210,Trump,2164,1683,1222,4.2
2310325,1407,268,Trump,3216,2460,1776,2.4
2310426,204,64,Trump,864,452,275,5.3
2310427,764,570,Trump,6226,2740,1456,4.9
2310428,636,398,Trump,3209,1866,1113,6.1
2310429,204,47,Trump,442,351,266,1.4
2310430,237,79,Trump,1129,562,333,7.7
2310431,216,97,Trump,885,532,328,11.8
2310432,377,40,Trump,919,685,440,2
2310433,257,685,Clinton,6243,2526,995,18.1
2310434,748,102,Trump,1746,1303,885,3.6
2330011,1064,111,Trump,2708,1893,1210,10.4
2330014,1185,159,Trump,2971,2059,1390,8.9
2330021,1953,148,Trump,4642,3375,2166,5.3
2330023,180,20,Trump,714,367,210,10.6
2330031,944,88,Trump,2645,1712,1054,7.4
2330033,822,111,Trump,3067,1739,972,17.8
2330041,47,4,Trump,82,74,54,1.4
2330042,847,213,Trump,5321,2397,1101,25.2
2350100,169,25,Trump,400,334,198,18.6
2350200,151,22,Trump,399,328,177,24.1
2350300,117,20,Trump,402,291,145,23.7
2350400,223,23,Trump,398,385,259,10.1
2370001,639,75,Trump,3091,1172,735,7.8
2370002,581,59,Trump,1663,1032,670,4.2
2370003,122,19,Trump,314,242,145,8.3
2370004,519,48,Trump,1034,784,582,3.6
2370005,431,27,Trump,943,670,482,2.7
2370006,681,86,Trump,1999,1177,782,5.2
2390001,817,284,Trump,3376,2112,1132,21
2390002,1091,179,Trump,3450,2134,1316,25.1
2390003,937,164,Trump,2761,1896,1127,17.5
2390004,195,33,Trump,524,358,232,15.9
2390005,304,51,Trump,893,623,363,18
2390006,274,95,Trump,1384,748,384,34.2
2390007,57,7,Trump,183,104,68,14.4
2390008,280,49,Trump,918,578,342,18.7
2390009,311,42,Trump,586,544,361,9.2
2410001,17,5,Trump,54,36,23,5.6
2410002,391,39,Trump,915,659,437,1.7
2410003,571,87,Trump,1515,1150,673,2.8
2410004,367,75,Trump,772,608,451,1.6
2410005,94,17,Trump,219,160,112,0.6
2410006,420,190,Trump,2460,1231,623,6
2410007,228,170,Trump,1568,862,407,3.9
2410008,312,232,Trump,1848,1039,562,3.3
2410009,1034,113,Trump,2812,1857,1180,2.2
2410010,934,90,Trump,2999,1803,1046,2.3
2410011,249,30,Trump,719,454,286,2
2410012,280,44,Trump,983,590,339,2.4
2410013,256,72,Trump,681,529,338,1.5
2410014,1169,259,Trump,4249,2913,1468,2.5
2410015,1352,168,Trump,3820,2428,1552,2.3
2410016,146,16,Trump,550,279,163,1.8
2410017,816,66,Trump,1759,1486,898,2
2410019,1028,249,Trump,2748,2102,1316,1.6
2410020,317,359,Clinton,2237,1518,691,3.4
2410021,596,301,Trump,2802,1920,926,3.4
2430001,195,149,Trump,589,476,380,14.1
2430002,133,99,Trump,571,356,253,31.5
2430003,200,90,Trump,606,420,304,25
2430004,65,38,Trump,299,170,110,30.6
2430005,101,46,Trump,277,232,169,2.2
