CNTYVTD,metersFromMexico
2450011,544092
2450012,544191
2450013,543925
2450014,542044
2450015,542403
2450016,542969
2450017,536071
2450018,539932
2450019,541813
2450020,542293
2450021,530250
2450022,544041
2450023,546378
2450024,518013
2450025,520033
2450026,531594
2450027,538829
2450028,519867
2450029,488377
2450030,515323
2450031,517415
2450032,478809
2450033,529826
2450034,531265
2450035,536576
2450036,541235
2450037,540897
2450038,541700
2450039,540751
2450040,543639
2450041,541454
2450042,542667
2450043,541362
2450044,539857
2450045,539268
2450046,538477
2450047,538312
2450048,540686
2450049,539531
2450050,538596
2450051,538170
2450052,537024
2450053,537005
2450054,535021
2450055,535539
2450056,538299
2450057,533364
2450058,526742
2450059,533801
2450060,542602
2450061,541267
2450062,540691
2450063,547238
2450064,532024
2450065,542334
2450066,540224
2450067,540491
2450068,543341
2450069,538870
2450070,538624
2450071,544399
2450072,542359
2450073,540736
2450074,539321
2450075,542065
2450076,538203
2450077,547108
2450078,537906
2450079,535137
2450080,522047
2450081,536357
2450082,536740
2450083,540185
2450084,541296
2450085,540036
2450086,540162
2450087,546098
2450088,544681
2450089,543853
2450090,532749
2450091,509164
2450092,523675
2450093,539786
2450094,543738
2450095,540631
2450096,536501
2450097,533516
2450098,536945
2450099,545343
2450100,541342
2450101,505660
2450102,544441
2450103,541845
2450104,533339
223002A,656628
2230036,637436
223003A,655732
223004A,652196
2250001,570672
2250002,558532
2250003,555369
2250004,569488
2250005,575974
2250006,568251
2250007,546894
2250008,586648
2250009,537295
2250010,532331
2250011,572587
2250012,576712
2250014,573281
2250015,559928
2250016,577063
2250017,527915
2250018,559524
2250019,611474
2250020,592648
2250021,592610
2250022,546127
2270011,267074
2270012,269226
2270013,265187
2270014,267942
2270016,270025
2270024,266550
2270025,267271
2270026,268702
2270032,268451
2270033,263927
2270034,266481
2270035,267474
2270037,263129
2270042,268527
2270045,269481
2270046,269161
2270103,260276
2270104,274673
2270105,298993
227012A,268244
2270205,254492
2270207,258575
2270208,251772
2270209,253467
2270304,251334
2270404,270888
2270405,273992
2270408,280375
2270409,271904
227207C,274360
2290001,0
2290002,0
2290004,50198
229003N,22824
229003S,0
2310101,617630
2310102,630815
2310103,618705
2310104,615641
2310105,622550
2310106,617743
2310107,619081
2310108,621368
2310109,611715
2310210,607437
2310211,610690
2310212,616911
2310213,607727
2310214,593617
2310215,597232
2310216,592473
2310217,587237
2310318,623856
2310319,614074
2310320,603811
2310321,600063
2310322,595979
2310323,606938
2310324,615190
2310325,618751
2310426,643681
2310427,641463
2310428,633545
2310429,637981
2310430,623306
2310431,626229
2310432,632434
2310433,620125
2310434,626459
2330011,640908
2330014,640297
2330021,638826
2330023,639727
2330031,649637
2330033,643171
2330041,652582
2330042,643230
2370001,489830
2370002,478470
2370003,474550
2370004,467984
2370005,456529
2370006,475502
2390001,300888
2390002,336478
2390003,322449
2390004,309552
2390005,307662
2390006,335294
2390007,319022
2390008,308678
2390009,308817
2410001,617154
2410002,616838
2410003,639038
2410004,637539
2410005,636362
2410006,619024
2150090,24573
2150091,6408
2150092,32829
2150093,0
2150094,2039
2150095,4327
2150096,14710
2150097A,11115
2150097B,11085
2150098,3195
2150099,5468
2150100,1115
2150101,9428
2150102,5102
2150103,4915
2150104,24624
2150105,19273
2150106,16629
2150107,21426
2150108,24832
2150109,21728
2150110,11847
2150111,8490
2150112,10472
2150113,5018
2150114,6857
2150115,14061
2150116,16255
2150117,14678
2150118,5575
2150119,22148
2150120,9801
2150121,6484
2150122,1438
2150123,10124
2150124,14226
2150125,12732
2150126,12704
2150127,11865
2150128,2032
2150129,13468
2150130,14309
2150131,1320
2150132,10518
2150133,15624
2150134,13322
2150135,13630
2150136,12408
2150137,0
2150138,10618
2150139,10689
2150140,16869
2150141,15349
2150142,19237
2150143,18952
2150144,17439
2150145,0
2150146,5850
2150147,7831
2150148,13278
2150149,9779
2150150,9125
2150151,19260
2150152,19193
2150153,29210
2150154,24056
2150155,0
2150156,12716
2150157,12325
2150158,18511
2150159,18269
2150160,15755
2150161,11233
2150162,12926
2150163,12569
2150164,8295
2150165,14151
2150166,12872
2150167,14095
2150168,14586
2150169,18386
2150170,1789
2150171,0
2150172,0
2150173,6987
2150174,3538
2150175,12413
2150176,9561
2150177A,4606
2150177B,9662
2150178,1646
2150179,18324
2150180,33610
2150181,12222
2150182,11983
2150183,7958
2150184,31511
2150185,0
2150186,9854
2150187,0
2150188,5473
2150189,17821
2150190,11204
2150191,10381
2150192,14444
2150193,3071
2150194A,2992
2150194B,2166
2150194C,2034
2150194D,1832
2150195,3175
2150196,8783
2150197,3939
2150198A,2616
2150198B,2212
2150198C,2117
2150198D,2053
2150198E,2357
2150198F,3332
2150199,15747
2150200,14857
2150201,19396
10019,554819
10010,542067
10011,538848
10022,560890
10024,540760
10016,574185
10023,567493
10003,588698
10001,564677
10006,562464
10015,567180
10005,594747
10020,563811
10002,567600
10009,545037
10004,588219
10008,565727
10021,553361
10017,568323
10018,581741
10007,561923
10013,565831
37001A,789030
37002D,789166
37004D,788468
37002B,786158
37004E,790130
37004A,788259
37008C,777811
37003B,789258
370011,777520
370018,754325
370015,756650
370019,752839
370010,782839
370009,781268
37006A,789789
37004B,789847
37005B,787415
37006B,790580
37005C,785659
370020,753212
370027,737990
370022,744758
370021,747950
370024,740051
370029,732241
37003A,791461
370007,780951
37002A,784436
37005A,786619
370025,750417
370028,740786
37002C,788343
37004C,789372
37001B,784764
37008A,779636
370012,773847
37008B,774835
370017,752724
370016,763374
370014,761586
370030,775319
370013,762665
510410,405702
510309,418650
510301,423753
510204,423730
510211,423234
510308,435126
510203,432026
510207,430076
510305,407634
510113,407320
510215,425775
510114,416484
510406,420396
730014,628758
730013,611745
730036,614172
730015,633114
730044,637157
730038,632834
730043,634057
730032,602092
730033,592976
730042,635224
730046,642760
730022,626400
730024,626170
730023,612758
730028,606878
730025,640063
730045,641052
730035,597605
730037,589186
730034,609393
730048,653784
730012,629822
730047,640623
730027,604576
730026,654937
910406,258347
910404,254571
910305,258155
910304,256437
910201,247364
910401,255841
910303,256146
910302,254062
910204,212767
1214016,554447
1211028,573032
1212031,571617
1212032,569415
1211035,566045
1212099,566263
1212096,561689
1212097,562953
1212029,569358
1214020,549833
1214029,539210
1214030,539373
1214013,559441
1214026,546225
1214014,558583
1214035,535613
1214025,547151
1211019,555297
1211027,568326
1214034,525595
1214015,556662
1211017,554461
1214018,549658
1212028,564681
1212000,558789
1213098,548108
1213025,544342
1214039,558519
1212012,560188
1214019,549892
1214027,543679
1214031,538126
1214036,529632
1214021,544203
1214042,560872
1214038,557122
1214037,555802
1214043,548955
1211040,571751
1214040,561078
1213009,551817
1214033,534122
1214032,537301
1214028,542531
1214004,554020
1211020,555677
1211022,557271
1212025,564906
1212026,560875
1211015,557853
1211016,553944
1214010,561844
1213007,553040
1213006,553229
1211014,559232
1212002,557667
1212010,557196
1212013,559505
1212005,554192
1212009,556469
1212003,556513
1212004,555305
1212011,557264
1212014,558204
1213028,548697
1213026,548693
1213012,549591
1213013,547906
1213024,545871
1211003,576724
1213027,547310
1213029,549551
1213030,549185
1214024,548150
1214023,547657
1213008,551286
1212030,569371
1211000,553545
1211012,563058
1211018,557340
1214005,559205
1211030,570056
1212001,559675
1211031,571684
1213002,553047
1214003,545967
1212016,559168
1212015,560525
1212006,553022
1212008,557132
1213014,549862
1213004,552521
1213003,551117
1211008,567934
1211002,567166
1211029,572330
1213031,550817
1211010,564503
1214000,554726
1214001,545888
1211001,564719
1211009,562046
1214006,561933
1213016,548657
1214002,542129
1214009,560697
1214008,559961
1214007,558569
1211021,554616
1212024,566498
1214022,546863
1214017,544029
1212022,561712
1212027,559585
1214011,559824
1213018,553123
1213021,553867
1213017,551287
1213005,554261
1211032,569729
1211011,563095
1212020A,564531
1212020B,562191
1213020,555258
1212023,564359
1212018,561063
1213099,552275
1213022,550941
1213023A,549027
1213023B,549006
1212033,554098
1213019,549656
1213032,552897
1211033,567889
1211036,566202
1211034,566650
1213011,551663
1212017,557980
1212007,554093
1213015,551108
1212019,564236
1213010,550480
1212021,562249
1510001,319714
1510010,333903
1510012,346816
1510004,312711
1573069,433070
1574082,429582
1574107,429893
1574140,428926
1574121,429403
1574029,431270
1574020,433037
1574105,430025
1574035,433752
1573098,434175
1574086,433189
1573032,435511
1573104,428029
1572066,436002
1573113,432848
1571074,417927
1571001,419857
1572106,435185
1574111,427489
1571073,420080
1571040,419746
1574124,424845
1572034,427479
1571018,397555
1574125,427675
1574026,426663
1574045,431000
1571067,419672
1571085,420370
1571128,422667
1574135,423752
1571048,418987
1572052,432823
1574062,427082
1572033,428857
1572136,429066
1572050,432049
1572059,432520
1572051,432264
1572075,431923
1572081,433419
1571024,393521
1571118,418179
1571025,405368
1571013,413757
1571097,420887
1571008,409470
1571015,401405
1571094,424695
1571109,419265
1574117,432312
1574071,433653
1574039,423967
1574079,427085
1572099,436379
1574027,432790
1573130,438594
1571141,420322
1573145,437699
1573150,433117
1574126,431698
1572151,423677
1574147,429300
1573083,433260
1572061,422018
1571152,410713
1573148,434462
1571007,408320
1571076,421436
1573014,437728
1573149,423837
1573122,439049
1574011,427238
1574110,427609
1573041,425005
1573063,425485
1571002,398441
1574080,427538
1574042,429437
1571087,421717
1572100,437156
1572016,434748
1574084,426779
1573142,435384
1571103,419969
1571058,415464
1571054,412911
1571012,416021
1571021,396598
1573019,420509
1571068,386480
1571010,386283
1571072,423012
1572108,426166
1571120,421712
1571114,426073
1574047,426396
1571037,417185
1572116,431112
1572017,432166
1572055,432661
1572123,433012
1572031,433500
1572023,433466
1574028,429110
1572091,429590
1572090,428789
1574030,427823
1572056,434832
1572115,429949
1572089,430608
1572036,430329
1572139,432692
1572138,432764
1573132,435137
1573133,436607
1574119,425224
1571003,423651
1571134,427797
1574129,422270
1574102,423234
1574044,420755
1574046,429370
1574064,427683
1574131,427175
1573144,436550
1572070,433637
1574049,428809
1572093,429804
1572092,430160
1574065,425751
1574127,428061
1572088,432133
1573009,430358
1572060,431598
1572137,432554
1572112,430957
1572077,430664
1572078,430636
1572096,433593
1572043,435997
1572101,436309
1573053,432077
1572022,435258
2010033,453073
2010053,455071
2010109,462765
2010855,465367
2010494,464958
2010169,463601
2010576,460327
2010271,440578
2010867,457594
2010138,459401
2010908,450859
2010928,461036
2010929,456636
2010930,463498
2010931,444808
2010932,445124
2010933,444823
2010959,469446
2010969,441893
2010987,465816
2010991,458317
2010549,471197
2010130,445967
2010572,446645
2010492,445469
2010864,468365
2010649,436522
2010304,442104
2010685,441585
2010439,448393
2010792,471544
2010267,453471
2010607,442468
2010133,446700
2010183,446941
2010215,446244
2010801,443521
2010134,443544
2010289,447469
2010755,445728
2010261,463037
2010366,465851
2010056,450713
2010075,458580
2010815,445606
2010308,448540
2010144,460478
2010849,443702
2010211,450108
2010142,450623
2010827,463573
2010435,449771
2010586,483111
2010747,484532
2010015,448268
2010766,449195
2010606,461313
2010255,441823
2010848,461810
2010313,457603
2010378,438413
2010746,445521
2010699,445020
2010728,444505
2010745,445131
2010024,452978
2010022,437536
2010337,435459
2010701,457280
2010708,452818
2010280,448076
2010425,440199
2010829,440903
2010638,437252
2010073,459327
2010450,460025
2010550,478393
2010034,452057
2010123,451268
2010802,451455
2010465,477197
2010037,452580
2010997,479350
2010285,447567
2010029,448938
2010328,447839
2010221,451297
2010495,461578
2010687,462159
2010418,444836
2010254,466820
2010584,470161
2010683,462820
2010105,463326
2010795,463728
2010787,465542
2010736,458364
2010171,461888
2010168,462525
2010426,441860
2010839,446057
2010732,443792
2010761,453373
2010032,452504
2010637,459132
2010166,459237
2010306,446870
2010568,445967
2010749,449157
2010275,448393
2010266,463130
2010724,449510
2010819,443683
2010281,441395
2010707,454505
2010391,445206
2010427,440904
2010869,440877
2010315,440767
2010866,456937
2010807,445429
2010489,437868
2010784,465239
2010145,462888
2010411,468789
2010359,437112
2010462,436026
2010627,436373
2010856,456341
2010010,454762
2010027,453410
2010356,445641
2010677,464106
2010012,470296
2010059,457859
2010423,469456
2010259,457305
2010243,442174
2010094,452248
2010379,446569
2010798,447737
2010136,449962
2010310,455295
2010146,440001
2010014,440067
2010293,438713
2010810,457375
2010187,457437
2010560,459368
2010065,454482
2010064,454589
2010228,449643
2010140,448949
2010375,464161
2010719,464774
2010556,437114
2010224,445102
2010017,442489
2010018,444259
2010072,452364
2010067,449320
2010203,448608
2010583,463519
2010837,448427
2010472,447081
2010212,464742
2010151,465260
2010386,472570
2010871,452002
2010812,460368
2010026,452916
2010021,451704
2010198,452291
2010193,451584
2010343,450209
2010154,452110
2010068,444011
2010863,446369
2010858,446052
2010295,445148
2010158,443396
2010230,463627
2010571,466475
2010591,467862
2010226,452002
2010023,451904
2010025,452547
2010389,451663
2010218,452530
2010156,448662
2010240,444260
2010294,442164
2010490,439572
2010093,450044
2010842,444384
2010152,464505
2010291,439366
2010298,445346
2010180,447187
2010031,446022
2010219,447660
2010808,452880
2010686,445668
2010317,442212
2010403,441002
2010036,447871
2010824,463045
2010821,461868
2010235,449077
2010538,447594
2010316,442738
2010057,456918
2010202,456662
2010327,461865
2010157,461077
2010910,465573
2010922,451731
2010896,450199
2011011,456449
2010886,454240
2010887,454537
2010986,440435
2010996,443028
2010420,456902
2010236,447538
2010822,447192
2010238,447415
2010237,446439
2010239,446460
2010276,445461
2010573,446372
2010288,444701
2010319,437279
2010392,442930
2010132,443259
2010253,464102
2010664,470490
2010028,470124
2010744,444513
2010722,434958
2010714,465547
2010574,462787
2010197,464463
2010780,468641
2010417,442947
2010775,464000
2010185,465275
2010595,467109
2010408,466793
2010320,464967
2010321,465238
2010779,466650
2010608,467459
2010196,459825
2010390,450499
2010085,450697
2010247,451599
2010350,446422
2010089,446628
2010312,447285
2010830,447127
2010223,443844
2010752,450610
2010348,451522
2010473,445743
2010278,451575
2010147,462499
2010564,443460
2010526,451168
2010816,462270
2010446,456982
2010786,454821
2010365,461256
2010326,464872
2010347,448132
2010506,435770
2010305,450268
2010833,460938
2010579,463361
2010610,455744
2010299,454840
2010232,446084
2010258,448173
2010325,461676
2010323,455870
2010207,459883
2010303,449343
2010717,470960
2010175,444807
2010750,441660
2010091,440237
2010748,444002
2010367,459665
2010641,463957
2010273,447930
2010216,437833
2010679,449574
2010715,444050
2010680,454901
2010339,458511
2010846,459140
2010844,458134
2010092,447691
2010721,448641
2010242,451521
2010128,443820
2010268,444305
2010176,442694
2010826,444719
2010499,446298
2010030,453705
2010222,448708
2010020,451827
2010541,442645
2010287,440148
2010373,459994
2010414,471058
2010793,449199
2010231,450081
2010172,449514
2010850,450009
2010565,439715
2010693,440210
2010581,462472
2010042,461231
2010582,462237
2010455,460056
2010406,460950
2010580,461852
2010698,470216
2010040,450404
2010464,479001
2010167,458231
2010852,457899
2010544,459275
2010900,457723
2010905,460125
2010907,440254
2010909,465506
2010937,468018
2010938,442094
2010942,453151
2011004,459050
2011010,440689
2010891,443996
2010892,453151
2010949,442535
2010951,452112
2010957,472260
2010967,483240
2010975,459982
2010980,463847
2010985,440226
2010988,477795
2010992,449076
2010995,439692
2010998,476146
2011001,438344
2010634,484658
2010200,452380
2010055,454713
2010501,456024
2010048,456369
2010058,455967
2010054,455883
2010424,453757
2010179,454838
2010419,452548
2010422,442201
2010011,454841
2010530,455815
2010069,454937
2010811,459951
2010770,450842
2010181,452413
2010217,450827
2010372,436536
2010525,438618
2010227,451352
2010135,450063
2010252,467120
2010877,449609
2010260,457419
2010555,438489
2010209,451356
2010225,461062
2010554,439192
2010443,453320
2010274,451797
2010188,452867
2010213,449447
2010441,450635
2010394,454008
2010639,442461
2010809,455695
2010502,480080
2010402,439753
2010336,438304
2010131,434841
2010355,438105
2010630,436727
2010412,458556
2010079,458778
2010161,458086
2010210,449871
2010194,450536
2010540,447920
2010632,448529
2010361,448926
2010562,459351
2010186,459003
2010039,450600
2010038,451810
2010060,450959
2010047,457393
2010854,459238
2010897,486151
2011003,454040
2010889,455989
2011000,438646
2010399,479840
2010759,463276
2010548,464599
2010727,444526
2010611,465507
2010007,465442
2010665,455827
2010051,455379
2010695,454939
2010470,455799
2010234,450164
2010491,449014
2010532,470333
2010362,440681
2010720,443265
2010510,443865
2010256,442510
2010751,441374
2010547,442253
2010364,460446
2010642,457911
2010120,448912
2010061,470123
2010445,454018
2010264,454898
2010467,464611
2010368,466451
2010413,465928
2010483,447682
2010645,443632
2010558,440375
2010381,464606
2010474,438724
2010667,457608
2010087,447241
2010604,480303
2010594,462278
2010689,455410
2010393,443084
2010797,466159
2010870,463849
2010453,437883
2010434,449898
2010636,495393
2010533,470203
2010249,463018
2010184,462209
2010622,455369
2010155,455236
2010282,445918
2010416,442339
2010475,442088
2010409,468899
2010398,455662
2010292,436710
2010881,452737
2010838,460225
2010229,460475
2010165,451150
2010716,455742
2010682,457002
2010471,457979
2010296,442345
2010297,443355
2010507,442628
2010433,445263
2010457,482301
2010035,482288
2010107,462732
2010702,462078
2010341,462835
2010108,478807
2010696,453441
2010404,454327
2010778,461877
2010566,444028
2010712,452841
2010617,453716
2010429,438927
2010437,446601
2010805,469502
2010818,463530
2010080,461541
2010354,464702
2010401,465485
2010174,448036
2010407,453449
2010729,479670
2010735,486689
2010769,460270
2010578,459514
2010191,455189
2010340,489514
2010557,438563
2010338,438424
2010757,473578
2010615,474034
2010115,464458
2010148,447802
2010377,452642
2010088,456305
2010290,451618
2010561,458060
2010122,461280
2010192,460380
2010205,467479
2010449,480064
2010587,481469
2010371,468202
2010150,468633
2010832,469780
2010415,447675
2010703,448428
2010333,448470
2010307,443715
2010125,465470
2010534,451901
2010334,480401
2010272,447645
2010725,465490
2010781,439707
2010861,464006
2010458,437985
2010737,473397
2010397,472620
2010456,470751
2010739,470429
2010220,466718
2010063,470342
2010251,476641
2010705,474653
2010241,468661
2010616,458344
2010874,478565
2010466,475114
2010906,448470
2010911,483031
2010919,452049
2010935,461194
2010936,472426
2011002,439865
2011007,482315
2010945,449452
2010946,449655
2010947,441065
2010948,442418
2010952,440673
2010956,447061
2010994,441772
2010692,448152
2010352,453165
2010395,445185
2010647,438165
2010357,493407
2010360,448340
2010662,451299
2010119,444037
2010201,458367
2010678,473171
2010189,459029
2010454,467240
2010103,474542
2010663,457457
2010116,452162
2010977,464969
2010917,458745
2010421,478413
2010828,468676
2010893,436788
2010332,437278
2010049,467032
2010944,446302
2010836,462139
2010990,468102
2010488,436731
2010086,457273
2010777,454755
2010865,459021
2010628,461935
2010195,459433
2010782,440685
2010353,465814
2010655,439262
2010694,468596
2010790,456166
2010958,470430
2010190,454863
2010104,468030
2010625,444264
2010277,453133
2010601,475103
2010112,473503
2010843,442473
2010503,487598
2010859,463532
2010519,466344
2010676,455270
2010765,441599
2010940,458035
2010349,439676
2010438,446927
2010894,475405
2010074,459969
2010163,459511
2010970,471206
2010384,437443
2010480,464226
2010257,445362
2010953,458919
2010651,456802
2010740,466397
2010265,448055
2010100,465165
2010396,467370
2010096,472747
2010831,462929
2010920,444019
2010791,449821
2010016,453854
2010626,445336
2010753,486162
2010248,467076
2010882,454646
2010924,456320
2010898,454547
2010078,459854
2010129,448021
2010542,439377
2010631,475537
2010551,475311
2010941,442904
2010895,450078
2010984,437374
2010624,451150
2010170,454485
2010269,451181
2010385,447872
2010771,455076
2010888,480330
2010436,448631
2010954,464905
2010652,437271
2010961,466338
2010177,449143
2010973,453153
2011012,468247
2010182,443757
2010921,449244
2010508,440327
2010233,449459
2010322,460118
2010754,437560
2010500,480782
2010605,466532
2010090,447178
2010845,441376
2010972,448083
2010559,443286
2010648,474757
2010246,481155
2010335,443901
2010853,477003
2010008,442010
2011008,478149
2010284,440369
2010137,478029
2010834,474586
2010081,456101
2010820,443533
2010318,438724
2010773,438750
2010043,455001
2011005,456250
2010653,441372
2010914,462727
2010758,494150
2010785,446958
2010013,465437
2010376,465927
2010901,466955
2010531,477176
2010620,442546
2010577,454088
2010262,451421
2010841,483685
2010976,470831
2010927,458412
2010428,437248
2010741,467350
2010153,460885
2010989,463320
2010444,452877
2010671,463004
2010738,473782
2010723,463276
2010374,462430
2010009,454330
2011009,449328
2010902,454077
2010077,464745
2010789,458247
2010504,445497
2010658,485822
2010646,437776
2010430,444167
2010006,481712
2011006,447798
2010311,441370
2010697,467403
2010052,453725
2010718,446889
2010706,442021
2010141,464650
2010710,453485
2010939,459813
2010324,459915
2010823,467640
2010543,461013
2010835,465126
2010599,482885
2010633,480326
2010974,443250
2010505,457815
2010825,473193
2010478,469690
2010286,435183
2010684,473500
2010070,451678
2010121,454479
2010553,455705
2010814,439694
2010596,483295
2010380,474308
2010331,444785
2010099,467817
2010524,438021
2010045,467087
2010477,476773
2010460,467294
2010756,482386
2010614,472614
2010875,456719
2010410,476138
2010082,474024
2010487,439408
2010962,455920
2010660,472190
2010978,459054
2010934,471887
2010593,461530
2010635,492286
2010159,456233
2010071,454273
2010160,456793
2010904,460343
2010602,467244
2010965,470806
2010666,484786
2010912,481329
2010448,458354
2010993,460290
2010851,483368
2010567,443956
2010440,448643
2010329,448850
2010742,437182
2010330,454295
2010588,484896
2010097,478222
2010102,463899
2010963,470138
2010661,459712
2010979,484520
2010484,468847
2010943,440513
2010041,485174
2010110,482517
2010387,471519
2010585,467518
2010204,455399
2010763,448023
2010382,472377
2010309,448010
2010981,472908
2010250,472418
2010139,450288
2010514,476725
2010603,445269
2010730,451813
2010971,459280
2010344,461209
2010700,487464
2930401,492098
2930303,457916
2930204,459771
2930302,483269
2930403,492980
2930102,463526
2930103,457007
2930203,476622
2930206,481239
2930202,490013
2930304,481421
2930305,480324
2930205,470005
2930301,464560
2930201,486300
2930404,484481
2930405,484238
2930101,472631
2930104,472024
2930406,483744
2930402,487914
3090046,432700
3090066,438875
3090065,433344
3090067,443234
3090071,456195
3090073,433740
3090079,397913
3090018,433342
3090009,431613
3090049,431071
3090039,431923
3090020,434071
3090029,427299
3090035,429876
3090037,428971
3090048,432220
3090045,432647
3090084,435286
3090010,432904
3090087,438306
3090047,433247
3090080,399113
3090024,447431
3090057,428671
3090014,434953
3090013,435595
3090042,431078
3090081,418480
3090059,424119
3090070,441187
3090025,429919
3090075,408251
3090016,428189
3090060,422492
3090022,431334
3090072,435216
3090055,411901
3090077,397441
3090012,434793
3090062,420237
3090088,437159
3090091,423527
3090074,419429
3090031,425638
3090015,430753
3090043,433389
3090021,435045
3090027,432190
3090005,431754
3090038,431078
3090076,399470
3090089,437414
3090017,437253
3090061,420872
3090083,429513
3090090,431434
3090019,419819
3390028,477817
3390046,487503
3390057,520473
3390072,514067
3390021,505982
3390063,510181
3390022,514763
3390050,510687
3390034,497359
3390065,475543
3390062,493164
3390070,495415
3390037,487995
3390038,510180
3390047,487913
3390049,492590
3390054,497828
3390069,496021
3390001,514049
3390044,510769
3390043,513772
3390027,503952
3390002,506626
3390010,506897
3390060,509878
3390004,491439
3390061,490306
3390048,491859
3390005,483500
3390042,504484
3390052,494842
3390085,515824
3390023,519534
3390086,501294
3390088,485112
3390053,500846
3390014,491206
3390068,488348
3390013,483377
3390017,514210
3390041,505150
3390059,494254
3390058,493459
3390032,489430
3390083,516214
3390016,505985
3390029,482250
3390067,490150
3390079,490198
3390015,501549
3390082,486941
3390064,500473
3390026,494710
3390008,517089
3390084,488014
3390045,486866
3390078,492447
3390007,500988
3390051,506404
3390020,509060
3390011,506475
3390077,509830
3390040,509772
3390073,505457
3390012,508964
3390055,508295
4392525,509975
4393566,538087
4393654,526327
4393653,526154
4393560,525072
4392675,520963
4392002,520703
4391366,497964
4391501,494253
4391627,494305
4391436,494888
4391431,495618
4391352,498639
4391621,499590
4391439,501053
4391578,498033
4391084,502735
4391577,502913
4391427,507098
4391576,504313
4392474,502779
4392435,510941
4392341,512982
4393671,527498
4394245,513350
4394595,508823
4394573,512044
4394615,510947
4394640,510303
4391611,506029
4391608,505260
4391455,504827
4394312,504827
4391444,508477
4391075,509565
4391064,521182
4391589,521435
4391651,520856
4392058,519414
4391407,514873
4391414,515102
4391672,512824
4391021,493459
4391423,493487
4391206,493436
4391264,496981
4391022,497831
4394070,497468
4391440,497950
4391378,496879
4391146,514365
4394230,497426
4392521,511652
4392306,511522
4392313,511201
4393216,533243
4393574,532759
4394234,522213
4394115,502822
4391105,496648
4391103,486818
4391023,489601
4391641,489587
4391251,495565
4391024,494122
4394343,499091
4391071,496253
4391377,494569
4391351,502524
4391481,503261
4392228,521494
4392523,517537
4394400,508274
4394250,516369
4391295,501879
4391025,500574
4391059,507552
4394051,510356
4392055,524274
4392438,519733
4393286,535123
4730207,473850
1850004,492066
390028,438533
910104,248352
910301,242036
910101,253199
910402,253219
910403,247818
910206,226701
910202,234314
910405,233865
910102,230002
910105A,246976
910103,245006
910205,228312
910106,233752
910203A,240932
1211026,570326
1214012,560545
1211039,560823
1211038,559558
1214041,559566
1211013,562568
1211004,572309
1211023,557701
1211024,560187
1211025,561165
1211005,569601
1211037,574869
1213001,555728
1211006,570565
1211007,565045
1213000,558310
1573057,420456
1573146,432407
1573006,428431
1573143,435254
1573004,436387
1573095,430630
1573005,426826
1573038,433654
2010713,462455
2010612,491340
2010518,461610
2010915,486183
2010733,473660
2010799,478426
2010847,477216
2010062,455362
2010528,456953
2010960,477544
2010111,466194
2010244,464254
2010095,446417
2010463,446633
2010178,448589
2010521,448825
2010600,438451
2010774,441923
2010461,444942
2010527A,454222
2010527B,461572
2010351,487364
2010673,456330
2010101,472818
2010076,443935
2010589,445696
2010476,442133
2010529,480380
2010301,456308
2010535,457589
2010162,457923
2010570,447698
2010552,484548
2010117,457271
2010383,456106
2010711,442601
2010363,478053
2010084,458228
2010044,456659
2010704,458014
2010496,463797
2010592,471253
2010214,445615
2010675,455735
2010002,454577
2010003,455212
2010004,456590
2010005,457599
2010681,455370
2010126,469601
2010066,453967
2010164,456613
2010452,483909
2010369,455786
2010659,485670
2010767,475173
2010876,478766
2010880,476899
2010840,475987
2010263,479531
2010925,461678
2010926,473078
2010890,455198
2010964,479198
2010968,478677
2010279,455968
2010743,472494
2010644,440049
2010955,486424
2010872,461361
2010794A,473246
2010497,470449
2010517,452324
2010857,455563
2010613,468562
2010982,471607
2010124,466455
2010731A,445217
2010598,455541
2010511,458334
2010523,453376
2010650,450934
2010879,447752
2010388,482018
2010804,448147
2010485,474060
2010486,471569
2010536,443148
2010800,459282
2010768,469117
2010302,456446
2010206,458222
2010983,471558
2010999,456611
2010346,460734
2010691,469119
2010629,473254
2010913,453310
2010783,478127
2010656,469410
2010143A,458330
2010537,438871
2010806,467025
2010479,469242
2010609,459816
2010860,455957
2010245,473679
2010868,466062
2010563,488636
2010358,469888
2010690,485123
2010796,447969
2010668,471431
2010657,478348
2010314,459633
2010643,453521
2010817,465384
2010106,472611
2010772,442191
2010899,438920
2010670,492282
2010050,460479
2010345,446420
2010734,465359
2010966,458225
2010788,472709
2010575,481197
2010442,469997
2010199,483963
2010509,441947
2010539,483055
2010884,467306
2010590,490400
2010760A,490376
2010883,477551
2010001A,455648
2010918,455392
2010342,474007
2010098,487497
2010400,442023
2010481,463845
2010493A,466967
2010459,491713
2010923,461533
2010621,448025
2010640,462831
2010885,483932
2010482,479823
2010688,465510
2010672,481222
2010597,465950
2010512,458720
2010083A,473833
2010431,445363
2010520,474348
2010903,473999
2010764A,484104
2010149,454080
2010498,459038
2010873,468041
2010208,455881
2010726,473644
2010468,470061
2010370,465006
2010114,482547
2010546,491677
2010762,439321
2010862A,460738
2010569,447713
2010300,465978
2010709,459722
2010283A,473561
2010618,444703
2010127,478288
2010432,446484
2010270,458046
2010173,471334
2010813,448462
2010118,474409
2010545,440870
2010654,441593
2010405,466648
2010469,487857
2010803,457665
2010046,457271
2010674,486317
2010447,480309
2010916,478813
2010878,484727
2010619,441325
